TARGET_THICKNESS,THICKNESS_UNCERTAINTY,OMEGA,THETA,S1,S3,CURRENT_OFFSET,CURRENT_GRADIENT,RUN_TIME,FS,ZBEAM,ZTARGET,ATARGET,Ch1,e_Ch1,Rest,e_R,ISOTOPIC_PURITY
30.28,0.38,14.03,25,106144,8294,-2.09E+11,0.9996,1204,2e-6,1,48,116,2566,51,142250,378,0.97
