"TARGET_THICKNESS","THICKNESS_UNCERTAINTY","OMEGA","THETA","S1","S3","CURRENT_OFFSET","CURRENT_GRADIENT","RUN_TIME","FS","ZBEAM","ATARGET","ZTARGET","Ch1","e_Ch1","Rest","e_R","ISOTOPIC_PURITY"
"47.11","1.42","14.03","25","36023","1268","-9.3E10","0.976","308","2e-6","1","48","116","742","27","23279","160","0.97"
