POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1232.2 1.4 13.2 1.0 9.3 1.0 234 26 1221 3 610.6 1.4 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
1180.7 1.5 13.2 1.0 11.1 1.0 279 24 1170 3 584.8 1.5 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
1140.5 1.9 13.2 1.0 5.2 0.7 130 18 1129 3 564.7 1.7 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
1101.6 1.4 13.2 1.0 13.9 1.2 351 27 1091 3 545.3 1.4 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
1059.5 2.4 13.1 1.0 3.5 0.7 88 17 1048 4 524.2 1.9 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
1027 3 13.1 1.0 2.5 0.6 64 14 1016 4 508.1 1.9 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
953.6 2.1 13.1 1.0 3.1 0.6 79 16 943 3 471.3 1.6 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
906.9 2.0 13.1 1.0 3.5 0.6 89 16 896 3 447.9 1.6 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
845.9 1.9 13.0 1.0 4.1 0.7 103 18 835 3 417.4 1.6 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
778.0 1.9 13.0 1.0 3.7 0.7 92 18 767 3 383.5 1.6 1.47 0.18 -0.0005 0.0007 0.0 0.0 39 15 17 5 17 5
603.7 1.1 21.6 0.8 7.5 0.8 173 19 603.7 1.1 301.9 0.5 2.6 0.3 -0.0013 0.0014 0.0 0.0 0.0 0.0 15.0 0.0 15.0 0.0
565.8 0.9 21.6 0.8 10.3 0.9 237 21 565.8 0.9 282.9 0.4 2.6 0.3 -0.0013 0.0014 0.0 0.0 0.0 0.0 15.0 0.0 15.0 0.0
522 4 21.6 0.8 1.3 0.6 31 14 522 4 261.2 2.2 2.6 0.3 -0.0013 0.0014 0.0 0.0 0.0 0.0 15.0 0.0 15.0 0.0
486.3 1.3 21.6 0.8 6.1 0.7 140 18 486.3 1.3 243.1 0.6 2.6 0.3 -0.0013 0.0014 0.0 0.0 0.0 0.0 15.0 0.0 15.0 0.0
449 3 21.5 0.8 2.4 0.6 55 15 449 3 224.5 1.4 2.6 0.3 -0.0013 0.0014 0.0 0.0 0.0 0.0 15.0 0.0 15.0 0.0
407.0 1.2 21.5 0.8 6.9 0.8 158 19 407.0 1.2 203.5 0.6 2.6 0.3 -0.0013 0.0014 0.0 0.0 0.0 0.0 15.0 0.0 15.0 0.0
370.4 0.9 21.5 0.8 9.7 0.9 223 22 370.4 0.9 185.2 0.5 2.6 0.3 -0.0013 0.0014 0.0 0.0 0.0 0.0 15.0 0.0 15.0 0.0
333.6 2.4 21.5 0.8 2.9 0.7 66 18 333.6 2.4 166.8 1.2 2.6 0.3 -0.0013 0.0014 0.0 0.0 0.0 0.0 15.0 0.0 15.0 0.0
283.2 1.0 21.4 0.8 8.7 0.9 199 24 283.2 1.0 141.6 0.5 2.6 0.3 -0.0013 0.0014 0.0 0.0 0.0 0.0 15.0 0.0 15.0 0.0
