POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1232.2 1.2 13.7 0.8 19.2 1.5 521 33 1220.8 1.6 610.4 0.8 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
1182.2 1.2 13.7 0.8 26.3 1.8 713 37 1170.8 1.7 585.4 0.9 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
1144.7 1.4 13.7 0.8 10.9 1.1 294 27 1133.3 2.0 566.7 1.0 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
1106.9 1.2 13.6 0.8 23.4 1.6 632 33 1095.4 1.7 547.7 0.8 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
1060.4 1.5 13.6 0.8 10.6 1.0 286 24 1049.0 2.0 524.5 1.0 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
1024.1 2.0 13.6 0.8 4.8 0.7 130 19 1012.6 2.5 506.3 1.2 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
956.7 1.3 13.6 0.8 12.2 1.2 329 29 945.3 1.7 472.7 0.8 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
908.5 1.4 13.5 0.8 10.6 1.0 285 25 897.0 1.9 448.5 0.9 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
845.1 1.3 13.5 0.8 10.8 1.1 292 28 833.7 1.8 416.8 0.9 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
777.3 1.6 13.5 0.8 6.7 1.0 181 26 765.8 2.0 382.9 1.0 2.42 0.24 -0.0009 0.0009 0.0 0.0 46 13 16 3 16 3
603.0 1.0 17.8 0.9 12.6 1.1 306 32 598.0 1.4 299.0 0.7 4.6 0.4 0.0 0.0 0.0 0.0 39.0 0.0 9.5 2.1 9.5 2.1
563.1 0.8 17.8 0.9 17.9 1.2 434 33 558.1 1.5 279.1 0.7 4.6 0.4 0.0 0.0 0.0 0.0 39.0 0.0 9.5 2.1 9.5 2.1
511 3 17.7 0.9 2.7 0.8 65 21 506 4 253.2 1.9 4.6 0.4 0.0 0.0 0.0 0.0 39.0 0.0 9.5 2.1 9.5 2.1
483.9 1.9 17.7 0.9 5.4 0.9 131 24 478.9 2.4 239.4 1.2 4.6 0.4 0.0 0.0 0.0 0.0 39.0 0.0 9.5 2.1 9.5 2.1
453.4 1.2 17.7 0.9 9.4 1.0 228 27 448.4 1.8 224.2 0.9 4.6 0.4 0.0 0.0 0.0 0.0 39.0 0.0 9.5 2.1 9.5 2.1
408.5 0.9 17.7 0.9 12.3 1.0 298 30 403.5 1.6 201.7 0.8 4.6 0.4 0.0 0.0 0.0 0.0 39.0 0.0 9.5 2.1 9.5 2.1
371.2 0.7 17.7 0.9 23.9 1.3 575 36 366.3 1.4 183.1 0.7 4.6 0.4 0.0 0.0 0.0 0.0 39.0 0.0 9.5 2.1 9.5 2.1
331 3 17.6 0.9 3.4 0.9 83 21 326 4 162.8 1.8 4.6 0.4 0.0 0.0 0.0 0.0 39.0 0.0 9.5 2.1 9.5 2.1
284.1 1.1 17.6 0.9 9.3 1.0 224 28 279.1 1.7 139.6 0.8 4.6 0.4 0.0 0.0 0.0 0.0 39.0 0.0 9.5 2.1 9.5 2.1
