PEAK_POSITION PEAK_ENERGY CROSS_SECTION ERROR
0.0 3678.0 0.0 0.0
0.0 3633.0 0.0 0.0
0.0 3590.0 0.0 0.0
0.0 3550.0 0.0 0.0
0.0 3503.0 0.0 0.0
0.0 3431.0 0.0 0.0
0.0 3368.0 0.0 0.0
0.0 3308.0 0.0 0.0
0.0 3249.0 0.0 0.0
0.0 3195.0 0.0 0.0
0.0 3055.0 0.0 0.0
0.0 2976.0 0.0 0.0
0.0 2915.0 0.0 0.0
0.0 2818.0 0.0 0.0
0.0 2754.0 0.0 0.0
0.0 2668.0 0.0 0.0
0.0 2602.0 0.0 0.0
0.0 2710.0 0.0 0.0
0.0 2531.0 0.0 0.0
0.0 2421.0 0.0 0.0
0.0 2369.0 0.0 0.0
0.0 2322.0 0.0 0.0
837.5828396170032 2284.468519068823 0.03095501522052083 0.007468323888805191
895.34802551411 2189.196594536161 0.03126392360640388 0.006503769754932162
0.0 2169.0 0.0 0.0
0.0 2132.0 0.0 0.0
0.0 2077.0 0.0 0.0
994.040253286165 2028.4627770621792 0.02910889962467864 0.007338098440270096
0.0 1983.0 0.0 0.0
0.0 1932.0 0.0 0.0
0.0 1880.0 0.0 0.0
0.0 1837.0 0.0 0.0
1153.3276782848 1774.4675278480024 0.029565416233143158 0.005299866448182812
0.0 1654.0 0.0 0.0
1251.78825474493 1620.8161240343654 0.046487127149740064 0.006226364617357337
0.0 1576.0 0.0 0.0
0.0 1533.0 0.0 0.0
0.0 1482.0 0.0 0.0
1412.23447390113 1375.919079639404 0.06456199267387418 0.006567838948325004
0.0 1322.0 0.0 0.0
0.0 1300.0 0.0 0.0
0.0 1257.6 0.0 0.0
1521.54561894917 1212.9657437407673 0.03235346637636075 0.0050156806869453
1555.4501837491 1163.064383562667 0.021994283465846042 0.0048510055417358006
0.0 1126.3 0.0 0.0
1603.2685678512805 1092.1 0.043749959258021436 0.00683994288815684
1625.3059170834101 1061.2065362007809 0.05150660384497429 0.00726491532238293
0.0 891.5 0.0 0.0
1804.18417338603 806.2562028503471 0.0739317246172787 0.007265933730708996
1847.15103450612 749.4 0.07794941361386762 0.016170143040035872
1882.98712200962 696.6218238489669 0.02928147919785972 0.004919951979594412
0.0 664.5 0.0 0.0
1950.35562093775 604.1958928854565 0.05085355546277058 0.00608591127368787
2035.0 485.74652932460594 0.08973195145118605 0.02380643609929426
2047.1 469.6866967537581 0.39250098491913354 0.02685854329151147
2088.0 417.2 0.02136475034552049 0.007325057261321311
2106.0 395.24364219861314 0.03540444342971967 0.009766743015095081
2130.8 360.5 0.12818850207312293 0.009766743015095081
2234.30235242143 229.1 0.09635647965438476 0.011552539939587997
2270.95602946478 181.0 1.8991754372997964 0.06339338642083577
