POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1822.20 0.08 11.71 0.06 2261 15 39265 205 1817.28 0.05 908.64 0.03 0.80 0.05 0.0012 0.0002 0.0 0.0 31.9 1.0 9.62 0.11 9.62 0.11
1518.04 0.1 11.56 0.06 526 6 9057 96 1513.10 0.08 756.55 0.04 0.80 0.05 0.0012 0.0002 0.0 0.0 31.9 1.0 9.62 0.11 9.62 0.11
1439.24 0.1 11.52 0.06 491 6 8434 93 1434.29 0.09 717.15 0.04 0.80 0.05 0.0012 0.0002 0.0 0.0 31.9 1.0 9.62 0.11 9.62 0.11
1256.32 0.22 11.42 0.06 76.8 2.5 1312 42 1251.35 0.22 625.68 0.11 0.80 0.05 0.0012 0.0002 0.0 0.0 31.9 1.0 9.62 0.11 9.62 0.11
1232.51 0.09 11.41 0.06 1113 10 19008 142 1227.55 0.07 613.78 0.03 0.80 0.05 0.0012 0.0002 0.0 0.0 31.9 1.0 9.62 0.11 9.62 0.11
1181.88 0.15 11.38 0.06 190 4 3232 60 1176.91 0.14 588.46 0.07 0.80 0.05 0.0012 0.0002 0.0 0.0 31.9 1.0 9.62 0.11 9.62 0.11
1145.8 0.9 11.36 0.06 10.4 1.1 177 18 1140.8 0.9 570.4 0.4 0.80 0.05 0.0012 0.0002 0.0 0.0 31.9 1.0 9.62 0.11 9.62 0.11
1060.69 0.08 10.61 0.09 547 7 8910 97 1055.61 0.08 527.80 0.04 0.67 0.1 -0.0014 0.0008 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
1011.64 0.11 10.58 0.09 241 4 3915 64 1006.56 0.11 503.28 0.06 0.67 0.1 -0.0014 0.0008 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
925.7 1.1 10.53 0.09 3.5 0.6 57 10 920.6 1.1 460.3 0.6 0.67 0.1 -0.0014 0.0008 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
864.2 0.4 10.50 0.09 18.8 1.2 304 19 859.1 0.4 429.53 0.2 0.67 0.1 -0.0014 0.0008 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
808.26 0.21 10.47 0.09 74 3 1190 41 803.16 0.21 401.58 0.11 0.67 0.1 -0.0014 0.0008 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
790.0 0.3 10.46 0.09 57.0 2.4 920 38 784.9 0.3 392.46 0.15 0.67 0.1 -0.0014 0.0008 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
736.07 0.2 10.43 0.09 70.1 2.3 1130 36 730.96 0.2 365.48 0.1 0.67 0.1 -0.0014 0.0008 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
666.16 0.1 9.71 0.13 379 7 5847 81 660.94 0.1 330.47 0.05 -0.5 0.4 0.034 0.011 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
628.18 0.25 9.69 0.13 63 3 975 42 622.95 0.25 311.47 0.12 -0.5 0.4 0.034 0.011 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
583.4 0.3 14.2 0.5 59 3 1162 42 578.8 0.3 289.41 0.14 2.7 0.4 0.074 0.013 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
509.5 0.4 10.07 0.18 18.3 1.3 288 21 504.4 0.4 252.19 0.22 0.68 0.16 0.0056 0.0018 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
491.4 0.8 10.06 0.18 9.6 1.1 152 18 486.3 0.8 243.1 0.4 0.68 0.16 0.0056 0.0018 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
460.0 0.4 10.04 0.18 19.4 1.3 306 20 454.8 0.4 227.41 0.21 0.68 0.16 0.0056 0.0018 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
427.3 0.4 3.32 0.18 11.7 1.5 108 14 420.2 0.4 210.09 0.18 0.68 0.16 0.0056 0.0018 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
406.9 0.3 10.01 0.18 35.9 1.8 564 27 401.7 0.3 200.85 0.15 0.68 0.16 0.0056 0.0018 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
380.05 0.13 9.99 0.18 199 5 3129 59 374.87 0.13 187.43 0.07 0.68 0.16 0.0056 0.0018 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
305.17 0.21 2.75 0.14 15.2 1.3 133 11 297.74 0.21 148.87 0.11 0.0 0.0 -0.0244 0.0017 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
279.4 0.5 10.30 0.14 12.3 0.9 197 15 274.2 0.5 137.12 0.24 0.0 0.0 -0.0244 0.0017 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
248.34 0.21 10.28 0.14 64.6 2.3 1032 34 243.21 0.21 121.60 0.1 0.0 0.0 -0.0244 0.0017 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
212.75 0.11 10.26 0.14 289 5 4612 70 207.62 0.11 103.81 0.05 0.0 0.0 -0.0244 0.0017 0.0 0.0 31.90 0.0 9.620 0.0 9.620 0.0
