POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1409.1 2.0 13.4 1.3 61 7 1345 129 1402.0 2.4 701.0 1.2 3.4 2.2 -0.04 0.05 0.0 0.0 43 37 11 6 11 6
1390.4 1.8 13.4 1.3 46 7 1003 87 1383.3 2.2 691.6 1.1 3.4 2.2 -0.04 0.05 0.0 0.0 43 37 11 6 11 6
1060.6 0.7 14.1 0.5 28.5 1.5 603 32 1054.2 1.1 527.1 0.6 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
1013.8 0.7 14.0 0.5 41.3 1.8 872 37 1007.4 1.2 503.7 0.6 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
978.1 0.8 14.0 0.5 21.0 1.4 444 28 971.7 1.3 485.8 0.7 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
940.7 0.7 14.0 0.5 39.5 1.8 834 35 934.3 1.2 467.1 0.6 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
902.4 1.3 14.0 0.5 8.9 1.1 187 22 896.0 1.8 448.0 0.9 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
877.1 1.2 13.9 0.5 8.2 0.9 173 19 870.6 1.5 435.3 0.8 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
797.2 1.1 13.9 0.5 8.2 0.9 173 20 790.8 1.4 395.4 0.7 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
749.2 0.9 13.9 0.5 13.1 1.1 275 23 742.7 1.3 371.4 0.6 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
692.1 0.9 13.8 0.5 14.8 1.2 311 25 685.7 1.3 342.8 0.6 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
624.8 1.0 13.8 0.5 10.3 1.1 215 23 618.3 1.4 309.2 0.7 2.21 0.2 -0.0017 0.0008 0.0 0.0 30 9 13 3 13 3
460.7 0.7 22.8 0.6 18.3 1.2 491 34 458.1 0.7 229.1 0.4 3.4 0.5 0.0067 0.0024 0.0 0.0 30.0 0.0 7.10 0.0 7.10 0.0
421.1 0.5 22.8 0.6 29.0 1.4 774 38 418.6 0.5 209.3 0.3 3.4 0.5 0.0067 0.0024 0.0 0.0 30.0 0.0 7.10 0.0 7.10 0.0
373 4 22.8 0.6 3.3 0.9 88 25 370 4 185.0 1.9 3.4 0.5 0.0067 0.0024 0.0 0.0 30.0 0.0 7.10 0.0 7.10 0.0
347.4 2.4 22.7 0.6 6.0 1.0 160 27 344.8 2.4 172.4 1.2 3.4 0.5 0.0067 0.0024 0.0 0.0 30.0 0.0 7.10 0.0 7.10 0.0
314.4 1.4 22.7 0.6 8.4 0.9 225 27 311.8 1.4 155.9 0.7 3.4 0.5 0.0067 0.0024 0.0 0.0 30.0 0.0 7.10 0.0 7.10 0.0
274.4 0.9 22.7 0.6 13.7 1.0 364 30 271.8 0.9 135.9 0.5 3.4 0.5 0.0067 0.0024 0.0 0.0 30.0 0.0 7.10 0.0 7.10 0.0
236.9 0.5 22.7 0.6 30.9 1.4 822 39 234.3 0.5 117.2 0.3 3.4 0.5 0.0067 0.0024 0.0 0.0 30.0 0.0 7.10 0.0 7.10 0.0
196.5 2.4 22.6 0.6 3.8 1.0 100 27 193.9 2.4 96.9 1.2 3.4 0.5 0.0067 0.0024 0.0 0.0 30.0 0.0 7.10 0.0 7.10 0.0
149.2 0.7 22.6 0.6 16.0 1.3 425 39 146.6 0.7 73.3 0.3 3.4 0.5 0.0067 0.0024 0.0 0.0 30.0 0.0 7.10 0.0 7.10 0.0
