POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1819.96 0.06 11.70 0.05 2503 15 43056 213 1814.97 0.05 907.48 0.03 0.81 0.05 0.0008 0.0002 0.0 0.0 28.0 0.7 10.43 0.1 10.43 0.1
1516.25 0.11 11.55 0.05 336 5 5736 77 1511.23 0.1 755.62 0.05 0.81 0.05 0.0008 0.0002 0.0 0.0 28.0 0.7 10.43 0.1 10.43 0.1
1437.70 0.08 11.51 0.05 838 8 14259 121 1432.67 0.07 716.34 0.03 0.81 0.05 0.0008 0.0002 0.0 0.0 28.0 0.7 10.43 0.1 10.43 0.1
1255.78 0.21 11.41 0.05 80 3 1356 43 1250.74 0.21 625.37 0.1 0.81 0.05 0.0008 0.0002 0.0 0.0 28.0 0.7 10.43 0.1 10.43 0.1
1231.31 0.06 11.40 0.05 1976 13 33407 188 1226.26 0.06 613.13 0.03 0.81 0.05 0.0008 0.0002 0.0 0.0 28.0 0.7 10.43 0.1 10.43 0.1
1180.51 0.16 11.37 0.05 187 4 3157 62 1175.47 0.15 587.73 0.08 0.81 0.05 0.0008 0.0002 0.0 0.0 28.0 0.7 10.43 0.1 10.43 0.1
1142.4 1.2 11.35 0.05 6.5 1.0 110 16 1137.4 1.2 568.7 0.6 0.81 0.05 0.0008 0.0002 0.0 0.0 28.0 0.7 10.43 0.1 10.43 0.1
1059.65 0.08 10.63 0.07 416 6 6718 84 1054.48 0.08 527.24 0.04 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
1010.72 0.09 10.60 0.07 381 5 6145 80 1005.55 0.09 502.77 0.04 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
923.2 0.9 10.56 0.07 5.4 0.7 87 11 918.1 0.9 459.0 0.4 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
863.2 0.5 10.52 0.07 14.4 1.0 231 17 858.0 0.5 428.99 0.24 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
808.77 0.17 10.49 0.07 102 3 1631 47 803.58 0.17 401.79 0.09 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
789.23 0.21 10.48 0.07 99 3 1589 46 784.04 0.21 392.02 0.11 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
736.41 0.2 10.45 0.07 71.2 2.2 1137 35 731.21 0.2 365.61 0.1 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
665.22 0.07 10.41 0.07 581 7 9243 100 660.02 0.07 330.01 0.04 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
627.73 0.2 10.38 0.07 104 3 1650 46 622.52 0.2 311.26 0.1 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
583.31 0.24 10.36 0.07 53.2 2.0 845 31 578.09 0.24 289.05 0.12 0.74 0.08 0.0007 0.0004 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
509.0 0.5 9.66 0.16 15.3 1.2 233 19 503.7 0.5 251.83 0.23 0.52 0.17 0.0041 0.0018 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
489.7 0.5 9.65 0.16 17.3 1.3 263 20 484.3 0.5 242.16 0.25 0.52 0.17 0.0041 0.0018 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
460.0 0.4 9.63 0.16 19.0 1.3 288 19 454.6 0.4 227.31 0.21 0.52 0.17 0.0041 0.0018 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
425.6 0.4 9.61 0.16 18.2 1.4 276 21 420.2 0.4 210.11 0.22 0.52 0.17 0.0041 0.0018 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
406.91 0.23 9.60 0.16 64 3 973 36 401.55 0.23 200.77 0.11 0.52 0.17 0.0041 0.0018 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
379.77 0.12 9.58 0.16 247 5 3731 65 374.40 0.12 187.20 0.06 0.52 0.17 0.0041 0.0018 0.0 0.0 28.0 0.0 10.430 0.0 10.430 0.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
