POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1812.31 0.1 11.42 0.08 1948 16 33700 193 1807.26 0.07 903.63 0.03 0.67 0.05 -0.0002 0.0002 0.0 0.0 34.6 1.4 9.33 0.12 9.33 0.12
1509.60 0.23 11.26 0.08 66.6 2.1 1143 35 1504.53 0.21 752.27 0.11 0.67 0.05 -0.0002 0.0002 0.0 0.0 34.6 1.4 9.33 0.12 9.33 0.12
1431.34 0.13 11.22 0.08 320 5 5476 75 1426.26 0.11 713.13 0.05 0.67 0.05 -0.0002 0.0002 0.0 0.0 34.6 1.4 9.33 0.12 9.33 0.12
1250.69 0.24 11.13 0.08 65.9 2.3 1121 38 1245.61 0.23 622.80 0.12 0.67 0.05 -0.0002 0.0002 0.0 0.0 34.6 1.4 9.33 0.12 9.33 0.12
1226.30 0.12 11.11 0.08 514 7 8748 96 1221.21 0.1 610.60 0.05 0.67 0.05 -0.0002 0.0002 0.0 0.0 34.6 1.4 9.33 0.12 9.33 0.12
1175.7 0.4 11.09 0.08 30.4 1.5 516 25 1170.6 0.4 585.31 0.19 0.67 0.05 -0.0002 0.0002 0.0 0.0 34.6 1.4 9.33 0.12 9.33 0.12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1055.49 0.23 11.25 0.2 58.2 2.1 997 33 1050.42 0.23 525.21 0.11 0.03 0.09 -0.0016 0.0008 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
1006.42 0.2 11.22 0.2 77.3 2.4 1323 38 1001.35 0.2 500.67 0.1 0.03 0.09 -0.0016 0.0008 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
919.6 1.6 11.17 0.2 1.7 0.4 29 7 914.6 1.6 457.3 0.8 0.03 0.09 -0.0016 0.0008 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
861.0 0.8 11.14 0.2 5.1 0.6 87 10 855.9 0.8 428.0 0.4 0.03 0.09 -0.0016 0.0008 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
805.3 0.3 11.11 0.2 34.3 1.8 584 29 800.2 0.3 400.12 0.16 0.03 0.09 -0.0016 0.0008 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
787.3 0.5 11.10 0.2 25.6 1.6 435 27 782.2 0.5 391.11 0.24 0.03 0.09 -0.0016 0.0008 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
735.7 0.3 11.07 0.2 29.5 1.5 500 24 730.6 0.3 365.31 0.16 0.03 0.09 -0.0016 0.0008 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
579.1 0.9 10.9 1.7 7.2 1.1 121 15 574.0 0.9 287.0 0.4 0.86 0.19 0.026 0.007 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
507.7 0.9 9.35 0.22 4.1 0.7 62 10 502.3 0.9 251.2 0.5 0.13 0.13 0.0009 0.0015 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
488.3 0.7 9.34 0.22 7.5 0.9 115 13 483.0 0.7 241.5 0.4 0.13 0.13 0.0009 0.0015 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
458.1 1.1 9.32 0.22 3.3 0.6 51 9 452.7 1.1 226.4 0.5 0.13 0.13 0.0009 0.0015 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
424.3 0.8 9.30 0.22 5.1 0.7 77 11 418.9 0.8 209.5 0.4 0.13 0.13 0.0009 0.0015 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
406.5 0.5 9.29 0.22 16.9 1.2 258 18 401.1 0.5 200.57 0.23 0.13 0.13 0.0009 0.0015 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
378.40 0.16 9.27 0.22 143 4 2175 49 373.02 0.16 186.51 0.08 0.13 0.13 0.0009 0.0015 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
296.1 1.6 8.36 0.21 2.1 0.6 31 9 290.6 1.6 145.3 0.8 1.20 0.12 -0.0035 0.0014 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
280.2 1.2 8.35 0.21 3.7 0.7 53 10 274.7 1.2 137.3 0.6 1.20 0.12 -0.0035 0.0014 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
247.9 1.2 8.33 0.21 3.5 0.7 50 10 242.4 1.2 121.2 0.6 1.20 0.12 -0.0035 0.0014 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
212.05 0.15 8.31 0.21 159 5 2278 50 206.49 0.15 103.25 0.07 1.20 0.12 -0.0035 0.0014 0.0 0.0 34.60 0.0 9.330 0.0 9.330 0.0
