POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1596 681 14 29 42 2749 1071 361 1588 501 794 251 6.4 1.0 0.022 0.023 0.0 0.0 97 15154 7.7 2.3 7.7 2.3
1573 681 14 29 41 2652 1032 362 1565 501 783 251 6.4 1.0 0.022 0.023 0.0 0.0 97 15154 7.7 2.3 7.7 2.3
1234.9 1.2 21.9 0.9 15.8 2.0 556 31 1225.2 1.2 612.6 0.6 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
1187.7 1.2 21.9 0.9 19.8 2.3 699 33 1178.0 1.2 589.0 0.6 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
1150.9 1.0 21.9 0.9 14.0 1.7 491 28 1141.2 1.4 570.6 0.7 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
1108.2 1.2 21.9 0.9 27 3 953 38 1098.5 1.1 549.2 0.5 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
1070.3 1.3 21.8 0.9 10.3 1.4 362 26 1060.6 1.3 530.3 0.7 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
1028.7 1.8 21.8 0.9 4.0 0.7 141 19 1018.9 1.8 509.5 0.9 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
962.7 1.5 21.8 0.9 6.8 1.0 238 21 953.0 1.4 476.5 0.7 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
912.9 1.6 21.8 0.9 5.6 0.9 197 20 903.1 1.4 451.6 0.7 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
851.6 1.6 21.7 0.9 5.8 0.9 202 20 841.9 1.4 420.9 0.7 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
782.9 1.9 21.7 0.9 3.8 0.7 132 18 773.2 1.7 386.6 0.9 3.49 0.2 -0.0002 0.001 0.0 0.0 243 54 5.0 0.0 5.0 0.0
603.7 0.7 18.0 0.6 19.0 1.1 462 28 597.9 0.9 299.0 0.4 3.0 0.0 0.0 0.0 0.0 0.0 22 4 15.0 0.0 15.0 0.0
567.0 0.7 17.9 0.6 26.5 1.4 645 30 561.2 0.9 280.6 0.4 3.0 0.0 0.0 0.0 0.0 0.0 22 4 15.0 0.0 15.0 0.0
518.8 1.7 17.9 0.6 5.1 0.8 125 18 513.1 2.1 256.5 1.0 3.0 0.0 0.0 0.0 0.0 0.0 22 4 15.0 0.0 15.0 0.0
488.0 0.8 17.9 0.6 16.7 1.1 405 27 482.2 1.0 241.1 0.5 3.0 0.0 0.0 0.0 0.0 0.0 22 4 15.0 0.0 15.0 0.0
456.5 1.1 17.9 0.6 10.0 1.0 242 22 450.7 1.3 225.4 0.7 3.0 0.0 0.0 0.0 0.0 0.0 22 4 15.0 0.0 15.0 0.0
410.7 0.8 17.8 0.6 15.8 1.0 382 25 404.9 1.0 202.5 0.5 3.0 0.0 0.0 0.0 0.0 0.0 22 4 15.0 0.0 15.0 0.0
371.8 0.7 17.8 0.6 24.3 1.3 589 29 366.0 0.9 183.0 0.4 3.0 0.0 0.0 0.0 0.0 0.0 22 4 15.0 0.0 15.0 0.0
331.3 2.3 17.8 0.6 3.6 0.7 87 17 325 3 162.7 1.3 3.0 0.0 0.0 0.0 0.0 0.0 22 4 15.0 0.0 15.0 0.0
282.5 0.7 17.8 0.6 26.8 1.3 648 31 276.7 0.8 138.4 0.4 3.0 0.0 0.0 0.0 0.0 0.0 22 4 15.0 0.0 15.0 0.0
