POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
495.1 0.7 7.3 0.3 16 3 179 28 491.1 0.9 245.6 0.5 2.9 0.3 -0.005 0.003 0.0 0.0 20 6 9.2 2.0 9.2 2.0
473 4 7.2 0.3 1.1 1.1 12 12 469 5 234.5 2.3 2.9 0.3 -0.005 0.003 0.0 0.0 20 6 9.2 2.0 9.2 2.0
449.3 0.3 7.2 0.3 47 3 513 29 445.3 0.9 222.7 0.4 2.9 0.3 -0.005 0.003 0.0 0.0 20 6 9.2 2.0 9.2 2.0
421.8 0.6 7.2 0.3 18.6 2.1 202 24 417.8 1.0 208.9 0.5 2.9 0.3 -0.005 0.003 0.0 0.0 20 6 9.2 2.0 9.2 2.0
413.2 2.4 7.2 0.3 3.4 1.8 37 19 409 3 204.6 1.3 2.9 0.3 -0.005 0.003 0.0 0.0 20 6 9.2 2.0 9.2 2.0
386.1 0.4 7.2 0.3 34.2 2.3 372 26 382.1 0.9 191.0 0.4 2.9 0.3 -0.005 0.003 0.0 0.0 20 6 9.2 2.0 9.2 2.0
342.8 0.7 7.1 0.3 10.0 1.5 108 17 338.7 1.1 169.4 0.5 2.9 0.3 -0.005 0.003 0.0 0.0 20 6 9.2 2.0 9.2 2.0
310.0 2.0 7.1 0.3 2.3 1.1 25 13 305.9 2.2 153.0 1.1 2.9 0.3 -0.005 0.003 0.0 0.0 20 6 9.2 2.0 9.2 2.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
180 3 6.8 1.2 21 5 203 26 177.8 0.9 88.9 0.4 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
170.6 2.4 6.7 1.2 14 4 136 19 168.6 1.2 84.3 0.6 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
161 3 6.7 1.2 9 3 81 15 158.6 1.2 79.3 0.6 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
138 3 6.7 1.2 19 5 175 19 135.9 0.8 67.9 0.4 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
125 3 6.7 1.2 5.5 1.5 51 13 122.7 1.6 61.4 0.8 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
113 3 6.7 1.2 10 3 95 13 110.6 1.0 55.3 0.5 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
92 6 6.7 1.2 0.7 0.8 6 7 90 5 45 3 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
69 6 6.7 1.2 0.8 1.2 8 11 67 7 34 3 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
61 3 6.7 1.2 14 4 134 20 59.4 1.1 29.7 0.6 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
52.6 2.4 6.7 1.2 6.1 2.3 57 15 50.6 1.6 25.3 0.8 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
37 3 6.7 1.2 7.1 2.1 67 12 35.0 1.2 17.5 0.6 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
26 3 6.7 1.2 4.1 1.5 38 10 24.0 1.5 12.0 0.8 2.5 0.3 0.0 0.0 0.0 0.0 50 123 3 3 3 3
