POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1867.52 0.08 10.86 0.06 615 8 9047 97 1863.06 0.1 931.53 0.05 0.0 0.0 0.0 0.0 0.0 0.0 12.9 0.5 14.1 0.3 14.1 0.3
1706.6 0.4 10.78 0.06 16.7 1.1 244 16 1702.2 0.4 851.08 0.2 0.0 0.0 0.0 0.0 0.0 0.0 12.9 0.5 14.1 0.3 14.1 0.3
1669.27 0.07 10.76 0.06 836 9 12211 113 1664.79 0.1 832.39 0.05 0.0 0.0 0.0 0.0 0.0 0.0 12.9 0.5 14.1 0.3 14.1 0.3
1449.41 0.18 10.65 0.06 78.3 2.4 1135 34 1444.90 0.19 722.45 0.1 0.0 0.0 0.0 0.0 0.0 0.0 12.9 0.5 14.1 0.3 14.1 0.3
1387.7 0.4 10.62 0.06 16.9 1.1 244 16 1383.1 0.4 691.57 0.21 0.0 0.0 0.0 0.0 0.0 0.0 12.9 0.5 14.1 0.3 14.1 0.3
1288.9 0.7 9.99 0.15 6.5 0.8 89 11 1284.9 0.7 642.4 0.4 0.0 0.0 0.0 0.0 0.0 0.0 15.0 1.6 11.9 0.7 11.9 0.7
1270.00 0.19 9.98 0.15 93 3 1274 40 1266.0 0.3 632.99 0.13 0.0 0.0 0.0 0.0 0.0 0.0 15.0 1.6 11.9 0.7 11.9 0.7
1248.21 0.17 9.97 0.15 124 4 1690 44 1244.18 0.24 622.09 0.12 0.0 0.0 0.0 0.0 0.0 0.0 15.0 1.6 11.9 0.7 11.9 0.7
1175.96 0.17 9.93 0.15 143 4 1940 47 1171.92 0.23 585.96 0.11 0.0 0.0 0.0 0.0 0.0 0.0 15.0 1.6 11.9 0.7 11.9 0.7
1144.76 0.22 9.91 0.15 72 3 982 34 1140.7 0.3 570.36 0.14 0.0 0.0 0.0 0.0 0.0 0.0 15.0 1.6 11.9 0.7 11.9 0.7
1011.9 0.5 8.15 0.2 15.1 1.4 190 17 1008.0 0.5 504.01 0.25 1.58 0.13 0.0 0.0 0.0 0.0 33 5 7.4 0.6 7.4 0.6
996.2 0.7 8.15 0.2 10.9 1.3 137 15 992.2 0.7 496.1 0.3 1.58 0.13 0.0 0.0 0.0 0.0 33 5 7.4 0.6 7.4 0.6
965.4 0.3 8.13 0.2 220 6 2762 57 961.45 0.22 480.72 0.11 1.58 0.13 0.0 0.0 0.0 0.0 33 5 7.4 0.6 7.4 0.6
933.7 0.4 8.11 0.2 34.8 2.1 436 27 929.8 0.4 464.89 0.22 1.58 0.13 0.0 0.0 0.0 0.0 33 5 7.4 0.6 7.4 0.6
918.1 1.9 8.10 0.2 3.6 1.1 45 14 914.2 1.9 457.1 1.0 1.58 0.13 0.0 0.0 0.0 0.0 33 5 7.4 0.6 7.4 0.6
887.0 1.8 8.08 0.2 2.1 0.7 26 8 883.0 1.8 441.5 0.9 1.58 0.13 0.0 0.0 0.0 0.0 33 5 7.4 0.6 7.4 0.6
825.9 0.3 8.05 0.2 47.5 2.3 593 26 822.0 0.3 410.98 0.15 1.58 0.13 0.0 0.0 0.0 0.0 33 5 7.4 0.6 7.4 0.6
