POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1717.1 1.9 10.8 0.8 5.6 1.0 102 14 1711.5 1.2 855.7 0.6 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1692 3 10.8 0.8 1.5 0.6 28 10 1686 3 843.2 1.5 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1663.9 2.2 10.7 0.8 2.9 0.7 53 11 1658.2 1.8 829.1 0.9 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1630.5 1.6 10.7 0.8 42 5 765 32 1624.9 0.8 812.4 0.4 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1597 4 10.7 0.8 1.8 0.6 33 12 1592 3 795.8 1.6 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1532.6 1.6 10.7 0.8 12.4 1.8 226 22 1526.9 1.1 763.5 0.6 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1514.1 1.6 10.7 0.8 40 5 727 32 1508.4 0.9 754.2 0.5 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1439 3 10.6 0.8 2.2 0.8 40 12 1433.1 2.4 716.6 1.2 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1411 3 10.6 0.8 3.1 0.9 55 14 1405.6 2.3 702.8 1.1 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1394.4 2.4 10.6 0.8 3.6 1.0 65 15 1388.8 2.1 694.4 1.1 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1341.1 1.5 10.6 0.8 56 7 1013 65 1335.5 1.0 667.7 0.5 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1329 5 10.6 0.8 4 3 64 53 1323 6 662 3 2.41 0.16 -0.0061 0.0009 0.0 0.0 57 32 7.7 1.0 7.7 1.0
1106 4 10.7 1.5 2.9 1.2 58 13 1100 3 549.9 1.6 2.69 0.14 0.0030 0.0016 0.0 0.0 69 77 8.0 0.9 8.0 0.9
1074 4 10.7 1.5 11 4 216 31 1067 3 533.7 1.5 2.69 0.14 0.0030 0.0016 0.0 0.0 69 77 8.0 0.9 8.0 0.9
1060 5 10.7 1.5 8 5 168 91 1053 5 526.5 2.4 2.69 0.14 0.0030 0.0016 0.0 0.0 69 77 8.0 0.9 8.0 0.9
1051 5 10.7 1.5 9 6 189 100 1045 4 522.3 1.9 2.69 0.14 0.0030 0.0016 0.0 0.0 69 77 8.0 0.9 8.0 0.9
996 5 10.6 1.5 1.5 0.8 31 14 990 5 494.9 2.5 2.69 0.14 0.0030 0.0016 0.0 0.0 69 77 8.0 0.9 8.0 0.9
979 4 10.6 1.5 3.5 1.4 70 16 972 3 486.1 1.7 2.69 0.14 0.0030 0.0016 0.0 0.0 69 77 8.0 0.9 8.0 0.9
952 4 10.6 1.5 4.3 1.6 85 17 945 3 472.6 1.6 2.69 0.14 0.0030 0.0016 0.0 0.0 69 77 8.0 0.9 8.0 0.9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
725.5 0.4 9.7 0.3 171 6 2385 57 721.92 0.24 360.96 0.12 4.2 0.4 0.001 0.004 0.0 0.0 36 10 6.7 0.7 6.7 0.7
650.6 0.5 9.6 0.3 32.3 2.1 450 27 647.1 0.4 323.55 0.2 4.2 0.4 0.001 0.004 0.0 0.0 36 10 6.7 0.7 6.7 0.7
627.7 0.5 9.6 0.3 53 3 732 32 624.2 0.3 312.09 0.17 4.2 0.4 0.001 0.004 0.0 0.0 36 10 6.7 0.7 6.7 0.7
599.4 0.8 9.6 0.3 13.9 1.4 193 20 595.8 0.7 297.9 0.3 4.2 0.4 0.001 0.004 0.0 0.0 36 10 6.7 0.7 6.7 0.7
572.5 0.5 9.6 0.3 51 3 707 33 568.9 0.3 284.45 0.17 4.2 0.4 0.001 0.004 0.0 0.0 36 10 6.7 0.7 6.7 0.7
499.06 0.2 8.65 0.15 152 6 1975 73 495.39 0.2 247.70 0.1 6.1 0.3 0.004 0.003 0.0 0.0 36.0 0.0 6.70 0.0 6.70 0.0
489.3 0.6 8.64 0.15 49 5 632 65 485.7 0.6 242.8 0.3 6.1 0.3 0.004 0.003 0.0 0.0 36.0 0.0 6.70 0.0 6.70 0.0
465.9 0.6 8.63 0.15 15.8 1.7 205 22 462.2 0.6 231.1 0.3 6.1 0.3 0.004 0.003 0.0 0.0 36.0 0.0 6.70 0.0 6.70 0.0
443.54 0.14 8.61 0.15 143 4 1853 47 439.87 0.14 219.93 0.07 6.1 0.3 0.004 0.003 0.0 0.0 36.0 0.0 6.70 0.0 6.70 0.0
419 3 8.60 0.15 14 12 179 153 415 3 207.6 1.3 6.1 0.3 0.004 0.003 0.0 0.0 36.0 0.0 6.70 0.0 6.70 0.0
413.4 0.9 8.59 0.15 46 12 600 156 409.8 0.9 204.9 0.4 6.1 0.3 0.004 0.003 0.0 0.0 36.0 0.0 6.70 0.0 6.70 0.0
379.33 0.16 8.57 0.15 110 4 1426 42 375.66 0.16 187.83 0.08 6.1 0.3 0.004 0.003 0.0 0.0 36.0 0.0 6.70 0.0 6.70 0.0
333 10 8.54 0.15 0.6 1.1 8 15 330 10 165 5 6.1 0.3 0.004 0.003 0.0 0.0 36.0 0.0 6.70 0.0 6.70 0.0
306.9 0.7 8.53 0.15 10.7 1.5 138 20 303.3 0.7 151.6 0.4 6.1 0.3 0.004 0.003 0.0 0.0 36.0 0.0 6.70 0.0 6.70 0.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
133.8 2.1 7.6 1.6 41 22 663 80 129.0 1.9 64.5 1.0 6.5 1.7 0.0 0.0 0.0 0.0 154 168 3.8 1.4 3.8 1.4
117.5 2.4 7.6 1.6 10 6 161 27 112.6 2.2 56.3 1.1 6.5 1.7 0.0 0.0 0.0 0.0 154 168 3.8 1.4 3.8 1.4
103.3 2.2 7.6 1.6 10 6 164 33 98.5 2.1 49.2 1.0 6.5 1.7 0.0 0.0 0.0 0.0 154 168 3.8 1.4 3.8 1.4
86.6 2.2 7.6 1.6 8 5 128 33 81.8 2.1 40.9 1.1 6.5 1.7 0.0 0.0 0.0 0.0 154 168 3.8 1.4 3.8 1.4
69.1 1.9 7.6 1.6 5 3 82 23 64 3 32.1 1.5 6.5 1.7 0.0 0.0 0.0 0.0 154 168 3.8 1.4 3.8 1.4
57.6 2.0 7.6 1.6 29 17 478 67 52.8 2.1 26.4 1.0 6.5 1.7 0.0 0.0 0.0 0.0 154 168 3.8 1.4 3.8 1.4
46.1 2.5 7.6 1.6 5 3 79 26 41 3 20.6 1.5 6.5 1.7 0.0 0.0 0.0 0.0 154 168 3.8 1.4 3.8 1.4
33.4 2.1 7.6 1.6 14 8 235 41 28.5 2.2 14.3 1.1 6.5 1.7 0.0 0.0 0.0 0.0 154 168 3.8 1.4 3.8 1.4
23.1 2.2 7.6 1.6 9 6 153 32 18.2 2.1 9.1 1.1 6.5 1.7 0.0 0.0 0.0 0.0 154 168 3.8 1.4 3.8 1.4
