POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1859 5 13.0 1.5 34 13 717 33 1853 3 926.6 1.4 0.0 0.0 0.0 0.0 0.0 0.0 75 99 7.0 0.0 7.0 0.0
1819 5 12.9 1.5 12 5 263 18 1813 3 906.6 1.4 0.0 0.0 0.0 0.0 0.0 0.0 75 99 7.0 0.0 7.0 0.0
1771 5 12.9 1.5 26 10 549 28 1765 3 882.4 1.4 0.0 0.0 0.0 0.0 0.0 0.0 75 99 7.0 0.0 7.0 0.0
1241.8 2.1 9.3 1.3 6.9 1.6 103 25 1237 3 618.6 1.3 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1231.3 2.1 9.3 1.3 6.7 1.9 100 24 1227 3 613.3 1.3 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1213.3 2.1 9.2 1.3 8.1 1.4 120 17 1209 3 604.3 1.4 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1196.0 2.0 9.2 1.3 8.7 1.6 130 17 1191 3 595.7 1.3 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1152.7 2.0 9.2 1.3 8.1 1.6 121 28 1148 3 574.1 1.3 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1137.1 1.8 9.2 1.3 13.5 2.1 201 31 1132 3 566.2 1.3 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1124 5 9.2 1.3 1.6 1.3 24 17 1119 6 560 3 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1104.3 2.2 9.2 1.3 8.0 1.5 118 25 1100 3 549.9 1.4 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1085.0 2.1 9.2 1.3 10.6 1.8 156 27 1080 3 540.2 1.4 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1059.7 2.4 9.2 1.3 7.2 1.6 107 27 1055 3 527.5 1.5 1.6 0.7 0.006 0.005 0.0 0.0 43 49 7 5 7 5
1026.6 1.5 10.1 1.3 4 3 139 24 1017 7 508 4 2.5 1.2 0.009 0.016 0.0 0.0 254 211 7.0 0.0 7.0 0.0
1012.8 1.6 10.1 1.3 5 4 200 42 1003 7 501 3 2.5 1.2 0.009 0.016 0.0 0.0 254 211 7.0 0.0 7.0 0.0
993.1 2.0 10.1 1.3 2.1 1.9 78 29 983 7 492 4 2.5 1.2 0.009 0.016 0.0 0.0 254 211 7.0 0.0 7.0 0.0
966.1 2.1 10.0 1.3 5 3 180 39 956 7 478 3 2.5 1.2 0.009 0.016 0.0 0.0 254 211 7.0 0.0 7.0 0.0
956 3 10.0 1.3 3.0 2.5 115 37 946 6 473 3 2.5 1.2 0.009 0.016 0.0 0.0 254 211 7.0 0.0 7.0 0.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
732 14 10 4 8.0 2.3 84 26 732.0 1.6 0 0 4.6 0.8 0.0 0.0 0.0 0.0 8 1438 2 107 2 107
724 14 10 4 7.1 2.5 74 23 723.6 1.7 0 0 4.6 0.8 0.0 0.0 0.0 0.0 8 1438 2 107 2 107
699 14 10 4 13.2 2.4 137 23 699.0 1.1 0 0 4.6 0.8 0.0 0.0 0.0 0.0 8 1438 2 107 2 107
670 14 10 4 1.3 1.5 13 15 670 4 0 0 4.6 0.8 0.0 0.0 0.0 0.0 8 1438 2 107 2 107
649 14 10 4 8.4 2.2 87 25 649.0 1.5 0 0 4.6 0.8 0.0 0.0 0.0 0.0 8 1438 2 107 2 107
640 14 10 4 5.8 2.1 60 20 640.2 1.9 0 0 4.6 0.8 0.0 0.0 0.0 0.0 8 1438 2 107 2 107
581 5 14.1 2.5 9.6 2.3 187 24 576.7 2.4 0 0 2.0 0.0 0.0 0.0 0.0 0.0 58 102 6.0 0.0 6.0 0.0
561 5 14.1 2.5 2.6 1.2 51 16 557 5 0 0 2.0 0.0 0.0 0.0 0.0 0.0 58 102 6.0 0.0 6.0 0.0
