POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1245.6 1.0 11.0 0.6 26 3 392 46 1242.5 0.9 621.3 0.4 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1232.7 0.9 11.0 0.6 34 3 506 43 1229.6 0.9 614.8 0.5 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1213.0 0.8 11.0 0.6 41 3 618 41 1209.9 0.8 604.9 0.4 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1193.7 0.8 11.0 0.6 41 3 622 39 1190.5 0.8 595.3 0.4 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1152.5 0.9 10.9 0.6 29.6 2.3 442 45 1149.4 0.9 574.7 0.4 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1137.1 0.8 10.9 0.6 61 4 913 55 1133.9 0.8 567.0 0.4 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1122.0 2.0 10.9 0.6 9 3 128 33 1119 3 559.4 1.3 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1105.2 0.9 10.9 0.6 25.6 2.2 383 35 1102.0 0.9 551.0 0.5 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1085.2 0.9 10.9 0.6 32.5 2.5 485 37 1082.1 0.8 541.0 0.4 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1060.2 1.0 10.9 0.6 13.9 1.8 207 30 1057.1 1.1 528.5 0.5 10.1 1.0 0.0 0.0 0.0 0.0 39 17 6.0 0.0 6.0 0.0
1020.7 0.5 11.5 0.3 33.9 2.5 551 40 1015.8 0.7 507.9 0.3 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
1006.8 0.5 11.5 0.3 52 3 842 45 1002.0 0.6 501.0 0.3 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
986.5 0.7 11.5 0.3 20.2 1.9 328 29 981.7 0.8 490.8 0.4 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
960.5 0.5 11.5 0.3 54 3 880 55 955.6 0.6 477.8 0.3 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
948.6 0.8 11.5 0.3 31 3 500 52 943.7 0.8 471.9 0.4 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
920.1 0.5 11.5 0.3 53 4 864 71 915.3 0.7 457.6 0.3 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
908.9 0.4 11.5 0.3 106 5 1724 76 904.1 0.5 452.0 0.3 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
858.0 0.7 11.4 0.3 17.1 1.6 277 26 853.2 0.9 426.6 0.4 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
840.5 1.9 11.4 0.3 5.1 1.3 83 20 835.6 2.0 417.8 1.0 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
805.4 0.4 11.4 0.3 36.4 2.0 587 32 800.6 0.6 400.3 0.3 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
783.4 1.1 11.4 0.3 30 6 488 105 778.6 1.2 389.3 0.6 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
774.9 1.4 11.4 0.3 28 6 455 99 770.0 1.5 385.0 0.7 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
759.7 0.9 11.4 0.3 20.5 2.2 330 35 754.8 1.0 377.4 0.5 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
743.9 0.9 11.4 0.3 17.5 1.9 282 30 739.1 1.0 369.5 0.5 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
726.5 0.4 11.4 0.3 47.2 2.4 760 36 721.6 0.6 360.8 0.3 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
698.8 0.4 11.4 0.3 57.9 2.5 932 38 693.9 0.5 346.9 0.3 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
672.2 1.0 11.3 0.3 10.9 1.6 176 25 667.3 1.2 333.7 0.6 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
651.9 0.7 11.3 0.3 33 4 523 57 647.0 0.8 323.5 0.4 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
641.4 0.8 11.3 0.3 34 4 549 59 636.5 0.8 318.3 0.4 7.0 0.0 0.0 0.0 0.0 0.0 19 4 12.4 1.6 12.4 1.6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
322 4 11.9 0.8 32 7 446 31 320.1 0.8 160.0 0.4 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
298 4 11.9 0.8 7.4 2.1 102 20 296.3 1.7 148.2 0.9 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
275 4 11.8 0.8 19 4 260 25 273.8 1.0 136.9 0.5 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
252 4 11.8 0.8 26 6 354 32 250.5 1.0 125.2 0.5 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
236 4 11.8 0.8 29 7 399 36 234.2 1.2 117.1 0.6 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
223 4 11.8 0.8 18 5 246 32 221.2 1.5 110.6 0.7 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
204 4 11.8 0.8 33 8 454 31 202.5 0.9 101.2 0.4 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
183 4 11.8 0.8 21 5 284 26 181.0 1.1 90.5 0.5 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
161 4 11.8 0.8 27 6 365 28 159.8 0.9 79.9 0.4 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
136 5 11.8 0.8 15 6 210 66 134.2 2.0 67.1 1.0 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
126 5 11.7 0.8 18 5 249 54 124.6 2.4 62.3 1.2 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
112 4 11.7 0.8 53 12 720 59 110.0 1.1 55.0 0.6 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
101 4 11.7 0.8 18 6 245 53 99.1 1.9 49.5 0.9 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
85 4 11.7 0.8 7.6 2.0 105 25 83 3 41.4 1.3 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
68 4 11.7 0.8 51 12 696 47 66.7 0.9 33.4 0.5 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
54 4 11.7 0.8 20 6 279 36 52.7 1.8 26.4 0.9 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
43 4 11.7 0.8 18 5 240 38 40.9 1.6 20.4 0.8 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
25 4 11.7 0.8 53 13 729 37 22.9 0.8 11.4 0.4 15.0 0.0 0.0 0.0 0.0 0.0 100 223 1.7 1.8 1.7 1.8
