TARGET_THICKNESS,THICKNESS_UNCERTAINTY,OMEGA,THETA,S1,S3,CURRENT_OFFSET,CURRENT_GRADIENT,RUN_TIME,FS,ZBEAM,ZTARGET,ATARGET,Ch1,e_Ch1,Rest,e_R,ISOTOPIC_PURITY
30.28,0.38,14.03,33,177316,1179,-2.10E+11,0.9758,707,2e-6,1,48,116,247,16,29717,175,0.97
