"TARGET_THICKNESS","THICKNESS_UNCERTAINTY","OMEGA","THETA","S1","S3","CURRENT_OFFSET","CURRENT_GRADIENT","RUN_TIME","FS","ZBEAM","ZTARGET","ATARGET","Ch1","e_Ch1","Rest","e_R","ISOTOPIC_PURITY"
"30.4","0.4","14.03","10","1230664","461","-5.47E+07","1.004","4298","2.00E-07","2","48","116","32","6","5966","77","0.97"
