TARGET_THICKNESS,THICKNESS_UNCERTAINTY,OMEGA,THETA,S1,S3,CURRENT_OFFSET,CURRENT_GRADIENT,RUN_TIME,FS,ZBEAM,ZTARGET,ATARGET,Ch1,e_Ch1,Rest,e_R,ISOTOPIC_PURITY
30.28,0.38,14.03,12,63890,5872,-2.10E+11,0.9758,671,2e-6,1,48,116,3721,61,144387,301,0.97
