POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1862.14 0.12 8.89 0.11 363 7 4662 71 1858.03 0.15 929.01 0.07 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1705.0 1.3 8.81 0.11 2.5 0.6 32 8 1700.9 1.3 850.4 0.7 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1665.95 0.14 8.79 0.11 194 5 2474 51 1661.82 0.17 830.91 0.08 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1534.7 0.8 8.72 0.11 5.1 0.8 65 10 1530.5 0.8 765.3 0.4 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1445.4 0.4 8.68 0.11 16.1 1.2 203 15 1441.3 0.4 720.63 0.21 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1379.8 11 0 0 0 0 40 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1300.3 0.5 8.60 0.11 11.1 1.1 139 13 1296.1 0.5 648.1 0.3 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1267.72 0.22 8.58 0.11 54.5 2.3 682 29 1263.55 0.25 631.77 0.12 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1245.5 0.4 8.57 0.11 25.5 1.7 320 21 1241.3 0.4 620.66 0.2 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1174.2 0.5 8.53 0.11 11.3 1.1 141 13 1170.0 0.5 585.0 0.3 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1144.0 0.4 8.51 0.11 19.3 1.4 240 17 1139.8 0.4 569.91 0.2 0.81 0.05 0.0001 0.0003 0.0 0.0 19.8 1.5 10.1 0.4 10.1 0.4
1084.3 0.7 7.7 0.4 6.7 0.9 79 10 1080.6 0.7 540.3 0.4 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
1009.9 1.8 7.6 0.4 1.5 0.5 17 6 1006.2 1.8 503.1 0.9 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
995.7 1.8 7.7 0.4 1.7 0.6 20 6 991.9 1.8 496.0 0.9 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
964.6 0.4 7.7 0.4 63 3 735 29 960.8 0.4 480.42 0.22 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
935.1 1.3 7.6 0.4 6.3 1.5 74 18 931.3 1.4 465.7 0.7 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
927.1 2.4 7.6 0.4 2.8 1.4 33 16 923.4 2.4 461.7 1.2 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
887 5 7.6 0.4 0.4 0.4 5 5 883 5 442 3 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
825.0 0.6 7.6 0.4 10.8 1.1 126 12 821.3 0.6 410.6 0.3 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
777.0 0.6 7.5 0.4 13.0 1.3 151 14 773.3 0.6 386.6 0.3 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
715.1 1.3 7.5 0.4 2.4 0.6 27 7 711.3 1.3 355.7 0.7 0.66 0.07 -0.0006 0.0004 0.0 0.0 29 9 7.4 1.2 7.4 1.2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
477.5 2.1 8.2 0.5 3.3 1.4 39 16 474.2 2.1 237.1 1.1 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
485.8 1.1 8.2 0.5 6.5 1.4 76 17 482.4 1.2 241.2 0.6 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
448.4 1.2 8.2 0.5 3.6 0.7 43 9 445.0 1.3 222.5 0.7 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
422.1 1.5 8.1 0.5 2.5 0.7 30 8 418.8 1.6 209.4 0.8 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
320.5 0.6 8.1 0.5 14.7 1.5 172 17 317.2 0.9 158.6 0.4 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
306.9 1.7 8.1 0.5 3.2 1.0 38 11 303.6 1.8 151.8 0.9 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
279.8 0.7 8.1 0.5 12.5 1.3 145 15 276.5 0.9 138.2 0.5 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
257.7 0.7 8.0 0.5 14.9 1.4 173 15 254.3 0.9 127.1 0.4 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
207.0 1.1 8.0 0.5 4.0 0.8 47 10 203.6 1.3 101.8 0.6 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
187.6 1.7 8.0 0.5 2.8 0.9 33 10 184.3 1.8 92.1 0.9 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
175.5 0.7 8.0 0.5 13.6 1.4 158 16 172.1 0.9 86.1 0.4 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
125.9 0.8 8.0 0.5 8.4 1.1 97 13 122.6 1.0 61.3 0.5 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
48.7 0.6 7.9 0.5 17.2 1.6 197 18 45.3 0.8 22.7 0.4 1.52 0.11 -0.0029 0.0006 0.0 0.0 25 12 7.5 2.2 7.5 2.2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
