POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1244 4 9.3 2.2 12 3 154 26 1241.2 1.3 620.6 0.7 2.8 0.5 0.0 0.0 0.0 0.0 42 154 4 6 4 6
1232 4 9.3 2.2 9 3 113 19 1229.8 1.6 614.9 0.8 2.8 0.5 0.0 0.0 0.0 0.0 42 154 4 6 4 6
1212 4 9.3 2.2 15 4 183 22 1209.5 1.4 604.7 0.7 2.8 0.5 0.0 0.0 0.0 0.0 42 154 4 6 4 6
1195 4 9.3 2.2 11 3 141 17 1192.7 1.5 596.4 0.7 2.8 0.5 0.0 0.0 0.0 0.0 42 154 4 6 4 6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
961.9 0.7 9.5 0.4 14.3 1.7 188 23 957.9 1.0 479.0 0.5 4.0 0.0 0.0 0.0 0.0 0.0 16 6 11 3 11 3
950.8 1.4 9.5 0.4 6.8 1.6 90 20 946.9 1.5 473.4 0.8 4.0 0.0 0.0 0.0 0.0 0.0 16 6 11 3 11 3
920.7 0.6 9.5 0.4 20.1 2.1 263 27 916.8 0.9 458.4 0.5 4.0 0.0 0.0 0.0 0.0 0.0 16 6 11 3 11 3
909.0 0.5 9.4 0.4 39 3 514 32 905.1 0.8 452.5 0.4 4.0 0.0 0.0 0.0 0.0 0.0 16 6 11 3 11 3
860.1 1.2 9.4 0.4 5.9 1.1 77 14 856.2 1.4 428.1 0.7 4.0 0.0 0.0 0.0 0.0 0.0 16 6 11 3 11 3
840 4 9.4 0.4 1.5 0.9 19 11 836 4 418.1 1.9 4.0 0.0 0.0 0.0 0.0 0.0 16 6 11 3 11 3
