POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1720.3 0.6 11.1 0.5 36.6 2.1 620 31 1714.8 1.0 857.4 0.5 2.0 0.0 0.019 0.007 0.0 0.0 28 10 11 3 11 3
1664.3 0.7 11.1 0.5 29.9 1.8 506 28 1658.7 1.0 829.4 0.5 2.0 0.0 0.019 0.007 0.0 0.0 28 10 11 3 11 3
1632.2 0.6 11.0 0.5 53 3 893 37 1626.6 1.0 813.3 0.5 2.0 0.0 0.019 0.007 0.0 0.0 28 10 11 3 11 3
1682 4 11.1 0.5 1.6 0.9 27 15 1677 4 838.4 2.2 2.0 0.0 0.019 0.007 0.0 0.0 28 10 11 3 11 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1106.3 1.2 8.73 0.23 4.8 1.1 63 14 1102.7 1.2 551.4 0.6 5.53 0.2 -0.0079 0.0015 0.0 0.0 40 8 6.2 0.4 6.2 0.4
1075.4 0.6 8.71 0.23 17.7 1.7 231 22 1071.9 0.6 535.9 0.3 5.53 0.2 -0.0079 0.0015 0.0 0.0 40 8 6.2 0.4 6.2 0.4
