POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1536.5 1.0 11.6 0.6 4.7 0.8 69 11 1533.4 1.4 766.7 0.7 0.58 0.1 -0.0007 0.0014 0.0 0.0 10 7 13 6 13 6
1516.9 0.7 11.6 0.6 13.7 1.3 200 17 1513.7 1.2 756.9 0.6 0.58 0.1 -0.0007 0.0014 0.0 0.0 10 7 13 6 13 6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1346.1 0.8 11.5 0.6 17.6 1.9 256 27 1342.9 1.3 671.5 0.6 0.58 0.1 -0.0007 0.0014 0.0 0.0 10 7 13 6 13 6
1335.0 1.7 11.5 0.6 7.2 1.9 105 26 1331.8 1.8 665.9 0.9 0.58 0.1 -0.0007 0.0014 0.0 0.0 10 7 13 6 13 6
1111 5 7.6 1.7 1.4 0.9 21 7 1106 4 552.9 2.1 0.86 0.07 -0.0001 0.0004 0.0 0.0 71 116 6.5 1.0 6.5 1.0
1078 4 7.5 1.7 3.6 2.2 56 11 1073 4 536.3 2.0 0.86 0.07 -0.0001 0.0004 0.0 0.0 71 116 6.5 1.0 6.5 1.0
