PEAK_POSITION PEAK_ENERGY CROSS_SECTION ERROR
1816.78 0.0 0.7180924421663962 0.0068183415841516016
1513.06 181.0 0.2931249652999754 0.00439687447949963
1434.64 229.1 1.896964585220645 0.011278938882194705
1254.9 342.6649283424524 0.02306766031273719 0.0014656248264998768
1228.78 360.5 3.637553373735608 0.015930704635868227
1178.33 389.0 0.14637131419435728 0.0034410322013475373
1144.5 414.97776228081466 0.00853885768482537 0.0010832879152390393
1057.94 472.7 0.27649330966012897 0.004269428842412685
1008.57 507.3 0.5883527836118854 0.006244836217260345
922.1 565.6828855146847 0.011470107337825122 0.0009558422781520936
863.3 606.6515874616967 0.009749591237151354 0.0008921194596086207
810.98 643.5005871709094 0.07729577889323264 0.0024851899231954433
788.66 659.333823830455 0.17224277852300726 0.0035047550198910103
732.3 699.6156113460191 0.04288545687975726 0.0017842389192172414
664.26 749.4 0.9123195930869017 0.007965352317934113
626.74 776.6 0.211687203201417 0.004269428842412685
579.4 811.07180067018 0.02599890996573695 0.0024851899231954433
0.0 864.2 0.0 0.0
0.0 878.7 0.0 0.0
0.0 901.6 0.0 0.0
0.0 928.9 0.0 0.0
0.0 944.3 0.0 0.0
0.0 962.2 0.0 0.0
297.3 1025.0500409120534 0.009367254325890518 0.0010195650966955665
280.0 1038.524526624251 0.018288448921976723 0.001338179189412931
247.6 1063.8694447849662 0.01930801401867229 0.001401902007956404
211.29 1092.1 0.7790114566939563 0.007583015406673276
