PEAK_POSITION PEAK_ENERGY CROSS_SECTION ERROR
1861.1 0.0 0.30912105341357854 0.007157891920723681
1704.1 106.5076890055775 0.02696694165481945 0.0021640138364978573
1664.14 134.25742146430593 2.051485116999969 0.01914319932286566
1442.68 292.7090148455625 0.017145648089175333 0.0016646260280752747
1379.1 339.6588150974351 0.005326803289840879 0.000998775616845165
1284.1 411.02327818282356 0.020974287953748463 0.0021640138364978573
1264.1 426.2 0.07873681112796051 0.004161565070188188
1242.51 442.6 0.3762054823450121 0.008323130140376375
1170.9 498.0 0.08106728756726589 0.00399510246738066
1139.41 522.1 0.2706681921650397 0.006991429317916154
1007.8 626.8413549169485 0.006824966715108626 0.0016646260280752747
993.1 638.6679567735996 0.011319456990911868 0.0018310886308828022
961.3 665.2 0.6253999987478808 0.010986531785296814
929.7 690.8 0.10453851456312725 0.005659728495455934
917.9 699.7129963160338 0.009987756168451649 0.0036621772617656044
883.9 727.612087634601 0.007490817126338736 0.0014981634252677473
821.7 779.1327933341718 0.052935107692793734 0.003162789453343022
773.5 820.1 0.1296743675870639 0.004827415481418297
722.9 862.2502960170655 0.008156667537568846 0.0016646260280752747
0.0 997.1 0.0 0.0
0.0 1012.0 0.0 0.0
0.0 1073.2 0.0 0.0
0.0 1082.9 0.0 0.0
0.0 1105.7 0.0 0.0
0.0 1134.1 0.0 0.0
316.1 1221.0394545563577 0.02047490014532588 0.00199755123369033
278.4 1255.6393341598534 0.022139526173401154 0.0021640138364978573
253.6 1277.0 0.15048219293800486 0.005326803289840879
219.5 1310.154026098392 0.014648709047062418 0.0018310886308828022
185.4 1341.9705044883144 0.03961809946819154 0.003495714658958077
171.3 1355.9 0.1446560018397414 0.005493265892648407
45.6 1474.3661820317411 0.2019191372055308 0.007324354523531209
30.3 1489.0469050318363 0.012651157813372088 0.003828639864573132
