POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
152.98 0.21 4.0 0.0 31 3 212 20 149.98 0.21 74.99 0.11 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 5.50 0.0 5.50 0.0
147.7 2.2 4.0 0.0 2.8 2.1 19 15 144.7 2.2 72.4 1.1 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 5.50 0.0 5.50 0.0
130.59 0.21 4.6 0.3 43 3 333 20 127.39 0.21 63.69 0.1 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 6.0 0.0 6.0 0.0
119.5 1.3 3.0 0.0 3.1 1.8 19 11 115.8 1.3 57.9 0.7 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 6.0 0.0 6.0 0.0
115.0 0.7 3.0 0.0 6.2 1.8 38 11 111.3 0.7 55.6 0.3 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 6.0 0.0 6.0 0.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
