POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1049.7 0.3 6.99 0.21 195 7 1921 50 1047.18 0.23 523.59 0.12 -0.6 0.3 0.037 0.009 -0.0004 0.0001 27 7 5.5 0.7 5.5 0.7
962.8 0.8 7.0 0.0 4.9 1.1 48 11 960.3 0.8 480.2 0.4 0.4 0.3 0.005 0.024 0.0007 0.0018 27.0 0.0 5.50 0.0 5.50 0.0
941.9 0.3 7.49 0.23 179 6 1717 69 940.1 0.5 470.0 0.3 -6 4 0.08 0.04 0.0008 0.0008 17 6 5.9 1.6 5.9 1.6
826.1 0.8 1.1 1.7 1 9 34 20 822 38 411 19 0.6 2.3 -0.01 0.09 -0.001 0.003 430 3494 4 3 4 3
783.91 0.16 7.0 0.0 130 6 1272 54 781.46 0.16 390.73 0.08 -1.3 1.2 0.15 0.15 -0.003 0.004 27.0 0.0 5.50 0.0 5.50 0.0
772.7 0.5 7.0 0.0 25 5 244 48 770.2 0.5 385.1 0.3 -1.3 1.2 0.15 0.15 -0.003 0.004 27.0 0.0 5.50 0.0 5.50 0.0
710.5 1.9 6.0 0.9 48 15 540 172 707 3 353.3 1.4 2.8 2.1 -0.10 0.25 0.000 0.007 58 59 5 3 5 3
680.9 0.9 7.0 0.0 6 3 57 26 678.5 0.9 339.2 0.4 1.5 1.9 0.02 0.06 -0.009 0.021 27.0 0.0 5.50 0.0 5.50 0.0
647.9 1.5 6.5 0.8 38 7 327 33 646.3 0.8 323.1 0.4 -5 4 0.14 0.09 0.0033 0.0024 37 66 3.3 2.2 3.3 2.2
590.1 0.6 5.0 0.9 8.6 1.7 57 14 588.7 1.7 294.4 0.8 0.8 0.8 0.02 0.03 0.0001 0.0006 27.0 0.0 3 3 3 3
542.4 0.9 3.8 1.5 3.2 1.4 20 7 539.4 0.9 269.7 0.5 1.4 0.7 -0.011 0.015 -0.0007 0.0004 22.0 0.0 6.0 0.0 6.0 0.0
474 3 7.0 0.0 4.4 1.9 44 18 472 3 235.9 1.5 -2 12 0.1 0.4 0.00 0.03 27.0 0.0 5.50 0.0 5.50 0.0
437.70 0.21 5.4 0.3 47 3 388 23 435.00 0.21 217.50 0.1 0.1 0.6 0.020 0.012 -0.0005 0.0014 27.0 0.0 5.50 0.0 5.50 0.0
399.50 0.18 5.0 0.0 46 3 360 23 396.73 0.18 198.36 0.09 1.7 0.6 -0.03 0.04 -0.0004 0.0023 27.0 0.0 5.50 0.0 5.50 0.0
388 4 5.0 0.0 1.4 1.9 11 15 385 4 192.7 2.0 1.7 0.6 -0.03 0.04 -0.0004 0.0023 27.0 0.0 5.50 0.0 5.50 0.0
370.82 0.12 6.09 0.2 160 6 1386 51 368.32 0.12 184.16 0.06 1.2 2.2 0.31 0.08 0.001 0.013 22.0 0.0 6.0 0.0 6.0 0.0
351.0 0.3 5.2 0.5 37 4 296 26 348.2 0.3 174.12 0.13 2.2 0.8 0.40 0.05 0.013 0.004 27.0 0.0 5.50 0.0 5.50 0.0
317.1 1.0 5.20 0.0 3.5 1.9 28 15 314.3 1.0 157.2 0.5 2.0 1.2 -0.05 0.05 -0.012 0.014 27.0 0.0 5.50 0.0 5.50 0.0
301 4 4.2 1.9 17 28 164 36 299 5 149.3 2.4 4 8 -0.0 0.3 -0.005 0.012 145 406 2.4 1.2 2.4 1.2
262.8 2.2 8.9 1.0 40 5 388 80 262.5 1.7 131.2 0.8 -2.5 1.8 0.27 0.14 -0.003 0.003 9 142 3 25 3 25
248.2 2.4 4.6 1.8 7 3 35 25 248 3 123.9 1.7 -2.5 1.8 0.27 0.14 -0.003 0.003 9 142 3 25 3 25
239 3 0 0 0 0 24 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
223.9 1.0 3.4 0.6 33 10 254 56 220.7 1.6 110.3 0.8 -2 5 0.05 0.19 0.001 0.003 56 46 4.1 1.9 4.1 1.9
206.7 1.1 3.2 1.0 15 6 110 40 203.4 1.8 101.7 0.9 -2 5 0.05 0.19 0.001 0.003 56 46 4.1 1.9 4.1 1.9
195.3 0.7 4.0 0.0 20 5 160 55 192.1 1.8 96.1 0.9 -2 5 0.05 0.19 0.001 0.003 56 46 4.1 1.9 4.1 1.9
188.8 0.9 5.8 1.3 37 9 367 85 185.8 1.5 92.9 0.7 -2 5 0.05 0.19 0.001 0.003 56 46 4.1 1.9 4.1 1.9
177.7 1.2 4.6 1.0 24 6 204 48 174.5 1.7 87.3 0.8 -2 5 0.05 0.19 0.001 0.003 56 46 4.1 1.9 4.1 1.9
