POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1095.6 0.3 9.04 0.18 26.7 1.9 257 18 1095.6 0.3 547.79 0.15 0.88 0.16 -0.0071 0.0024 0.0 0.0 0.0 0.0 1.8128 0.0 1.8128 0.0
1084.5 1.5 9.03 0.18 3.1 0.9 30 9 1084.5 1.5 542.3 0.7 0.88 0.16 -0.0071 0.0024 0.0 0.0 0.0 0.0 1.8128 0.0 1.8128 0.0
1045.12 0.24 9.01 0.18 36.7 2.2 352 20 1045.12 0.24 522.56 0.12 0.88 0.16 -0.0071 0.0024 0.0 0.0 0.0 0.0 1.8128 0.0 1.8128 0.0
1031.9 1.0 9.01 0.18 4.5 0.9 43 9 1031.9 1.0 516.0 0.5 0.88 0.16 -0.0071 0.0024 0.0 0.0 0.0 0.0 1.8128 0.0 1.8128 0.0
1009.25 0.24 8.99 0.18 77 4 736 37 1009.25 0.24 504.63 0.12 0.88 0.16 -0.0071 0.0024 0.0 0.0 0.0 0.0 1.8128 0.0 1.8128 0.0
1000.8 0.7 8.99 0.18 19 3 182 30 1000.8 0.7 500.4 0.3 0.88 0.16 -0.0071 0.0024 0.0 0.0 0.0 0.0 1.8128 0.0 1.8128 0.0
983.6 0.3 8.98 0.18 25.1 1.9 240 18 983.6 0.3 491.79 0.17 0.88 0.16 -0.0071 0.0024 0.0 0.0 0.0 0.0 1.8128 0.0 1.8128 0.0
972.3 2.1 8.97 0.18 2.3 0.9 22 9 972.3 2.1 486.2 1.0 0.88 0.16 -0.0071 0.0024 0.0 0.0 0.0 0.0 1.8128 0.0 1.8128 0.0
955.2 2.2 11.0 0.9 1.2 0.6 14 8 955.2 2.2 477.6 1.1 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 1.7819 0.0 1.7819 0.0
936.9 0.8 11.0 0.9 4.3 0.8 50 11 936.9 0.8 468.5 0.4 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 1.7819 0.0 1.7819 0.0
917.4 0.6 10.9 0.9 6.3 0.9 74 12 917.4 0.6 458.7 0.3 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 1.7819 0.0 1.7819 0.0
897.0 1.9 10.9 0.9 1.2 0.7 15 9 897.0 1.9 448.5 1.0 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 1.7819 0.0 1.7819 0.0
869.8 0.3 10.8 0.4 27.0 2.0 312 19 869.8 0.3 434.92 0.16 0.5 0.3 -0.006 0.009 0.0 0.0 0.0 0.0 1.7623 0.0 1.7623 0.0
854.6 1.5 10.8 0.4 4.3 0.9 50 10 854.6 1.5 427.3 0.7 0.5 0.3 -0.006 0.009 0.0 0.0 0.0 0.0 1.7623 0.0 1.7623 0.0
842 3 10.8 0.4 1.3 0.7 16 8 842 3 420.8 1.5 0.5 0.3 -0.006 0.009 0.0 0.0 0.0 0.0 1.7623 0.0 1.7623 0.0
818.9 0.4 10.1 0.3 13.9 1.3 150 14 818.9 0.4 409.47 0.2 0.87 0.24 -0.006 0.005 0.0 0.0 0.0 0.0 1.7431 0.0 1.7431 0.0
797.3 0.5 10.1 0.3 10.3 1.1 111 12 797.3 0.5 398.7 0.3 0.87 0.24 -0.006 0.005 0.0 0.0 0.0 0.0 1.7431 0.0 1.7431 0.0
778.4 0.3 10.1 0.3 24.1 1.8 258 18 778.4 0.3 389.22 0.16 0.87 0.24 -0.006 0.005 0.0 0.0 0.0 0.0 1.7431 0.0 1.7431 0.0
730.1 0.5 11.0 0.7 12.3 1.4 144 19 730.1 0.5 365.1 0.3 1.8 0.5 0.006 0.013 0.0 0.0 0.0 0.0 1.7195 0.0 1.7195 0.0
701.6 0.5 11.0 0.7 14.4 1.4 169 17 701.6 0.5 350.8 0.3 1.8 0.5 0.006 0.013 0.0 0.0 0.0 0.0 1.7195 0.0 1.7195 0.0
685.8 1.1 11.0 0.7 4.9 1.0 57 12 685.8 1.1 342.9 0.6 1.8 0.5 0.006 0.013 0.0 0.0 0.0 0.0 1.7195 0.0 1.7195 0.0
652.33 0.11 7.75 0.12 161 5 1327 39 652.33 0.11 326.17 0.05 3.55 0.17 -0.0074 0.0024 0.0 0.0 0.0 0.0 1.6780 0.0 1.6780 0.0
641.9 0.6 7.74 0.12 16.0 2.1 132 17 641.9 0.6 321.0 0.3 3.55 0.17 -0.0074 0.0024 0.0 0.0 0.0 0.0 1.6780 0.0 1.6780 0.0
587.14 0.18 7.71 0.12 82 4 670 30 587.14 0.18 293.57 0.09 3.55 0.17 -0.0074 0.0024 0.0 0.0 0.0 0.0 1.6780 0.0 1.6780 0.0
578.4 1.0 7.71 0.12 9.2 2.1 75 17 578.4 1.0 289.2 0.5 3.55 0.17 -0.0074 0.0024 0.0 0.0 0.0 0.0 1.6780 0.0 1.6780 0.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
534.3 0.5 7.68 0.12 10.4 1.5 85 12 534.3 0.5 267.2 0.3 3.55 0.17 -0.0074 0.0024 0.0 0.0 0.0 0.0 1.6780 0.0 1.6780 0.0
501.86 0.22 7.66 0.12 40 3 323 20 501.86 0.22 250.93 0.11 3.55 0.17 -0.0074 0.0024 0.0 0.0 0.0 0.0 1.6780 0.0 1.6780 0.0
459.8 0.3 7.64 0.12 20.9 2.0 170 16 459.8 0.3 229.92 0.17 3.55 0.17 -0.0074 0.0024 0.0 0.0 0.0 0.0 1.6780 0.0 1.6780 0.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
