POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1299.04 0.12 7.52 0.08 1644 22 17533 176 1296.36 0.1 648.18 0.05 -25 8 0.53 0.11 0.0011 0.0017 31 3 5.56 0.25 5.56 0.25
1186.8 0.8 7.0 1.4 4.3 1.2 22 7 1186.8 0.8 593.4 0.4 0.9 0.6 -0.01 0.03 -0.002 0.004 31.0 0.0 0.50 0.0 0.50 0.0
1143.91 0.1 7.11 0.09 1200 17 12142 133 1141.22 0.11 570.61 0.05 3 4 0.09 0.06 -0.0029 0.0009 26.6 2.5 6.0 0.3 6.0 0.3
1001 6 5.7 0.9 394 495 4659 122 997 5 498 3 0 8 0.11 0.16 -0.003 0.004 88 244 4.20 0.24 4.20 0.24
963 3 2.5 2.2 4 7 34 13 959 8 479 4 0 8 0.11 0.16 -0.003 0.004 88 244 4.20 0.24 4.20 0.24
869.7 0.8 6.8 0.9 11.1 2.2 56 13 869.7 0.8 0 0 0.1 1.6 0.13 0.17 -0.008 0.008 31.0 0.0 0.50 0.0 0.50 0.0
849.2 0.5 3.4 0.8 10.7 2.5 71 15 845.8 0.5 0 0 1.4 0.9 0.09 0.04 -0.002 0.008 31.0 0.0 5.50 0.0 5.50 0.0
817.3 1.1 7.0 0.0 2.0 0.5 20 5 814.6 1.1 0 0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 5.50 0.0 5.50 0.0
791.5 0.7 7.0 0.0 3.8 0.6 39 7 788.8 0.7 0 0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 5.50 0.0 5.50 0.0
653.76 0.15 5.65 0.21 111 6 956 89 651.1 0.9 0 0 0.9 1.5 -0.02 0.12 0.000 0.003 31.0 0.0 5.1 1.1 5.1 1.1
607 3 7.0 0.0 3 3 29 27 604 3 0 0 6 4 -0.15 0.11 -0.003 0.004 31.0 0.0 5.50 0.0 5.50 0.0
599.7 2.0 7.0 0.0 5.2 2.1 53 21 596.9 2.0 0 0 6 4 -0.15 0.11 -0.003 0.004 31.0 0.0 5.50 0.0 5.50 0.0
556.8 0.5 4.3 0.8 8.5 1.5 68 10 553.8 0.5 0 0 0.56 0.22 0.003 0.009 -0.0005 0.0005 45.0 0.0 4.50 0.0 4.50 0.0
416.8 1.0 7.8 1.5 8.0 1.3 85 16 414.5 1.0 0 0 -0.1 1.0 0.047 0.016 -0.0007 0.0002 31 5 5.1 0.3 5.1 0.3
405.96 0.16 5.09 0.15 410 12 3305 64 403.23 0.15 0 0 -0.1 1.0 0.047 0.016 -0.0007 0.0002 31 5 5.1 0.3 5.1 0.3
284.4 0.3 4.05 0.19 253 16 1964 50 281.3 0.3 0 0 0.1 0.3 0.027 0.009 -0.0004 0.0001 48 11 4.3 0.3 4.3 0.3
210.0 0.6 4.20 0.0 7.1 2.3 53 17 206.8 0.6 0 0 -1.9 1.5 0.5 0.3 -0.03 0.03 31.0 0.0 5.50 0.0 5.50 0.0
204.8 0.6 4.20 0.0 11 4 82 29 201.6 0.6 0 0 -1.9 1.5 0.5 0.3 -0.03 0.03 31.0 0.0 5.50 0.0 5.50 0.0
193.9 0.4 4.1 0.3 105 20 1721 58 188.6 1.0 0 0 -1 3 0.06 0.03 0.0003 0.0006 155 38 4.6 0.3 4.6 0.3
85 3 5.9 1.7 3.2 1.5 18 9 86.1 2.0 0 0 0.8 1.6 -0.03 0.09 0.000 0.003 -131 1046 1 4 1 4
52.0 0.3 4.53 0.21 179 11 1466 262 48.2 2.3 0 0 2.3 1.8 -0.15 0.2 0.003 0.005 29 8 6.6 2.5 6.6 2.5
42.1 0.4 4.3 1.1 29 6 230 41 38.2 2.4 0 0 2.3 1.8 -0.15 0.2 0.003 0.005 29 8 6.6 2.5 6.6 2.5
16.9 0.7 5.1 1.6 5.3 1.5 44 8 13.9 0.7 0 0 1.0 0.0 0.20 0.0 0.0 0.0 31.0 0.0 5.50 0.0 5.50 0.0
