POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1048.93 0.16 7.02 0.14 398 9 3807 68 1046.62 0.15 523.31 0.07 0.6 0.3 0.028 0.008 -0.0004 0.0001 22 4 5.9 0.5 5.9 0.5
961 7 0 0 0 0 18 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
942.3 0.4 6.8 0.3 125 6 1275 45 939.3 0.4 469.65 0.18 1.4 0.6 0.010 0.019 -0.0007 0.0003 33 11 5.6 0.9 5.6 0.9
824.0 0.7 6.9 1.0 6.9 1.4 65 10 821.6 0.7 410.8 0.4 0.67 0.18 -0.010 0.011 0.0001 0.0002 22.0 0.0 6.0 0.0 6.0 0.0
783.89 0.09 7.0 0.0 249 6 2381 56 781.53 0.09 390.77 0.04 -0.1 0.5 0.00 0.03 0.0017 0.0013 22.0 0.0 6.0 0.0 6.0 0.0
773.1 1.6 7.0 0.0 8 3 81 29 770.7 1.6 385.4 0.8 -0.1 0.5 0.00 0.03 0.0017 0.0013 22.0 0.0 6.0 0.0 6.0 0.0
710 4 6.1 1.5 43 16 344 29 708.2 0.7 354.1 0.4 5.7 0.9 -0.08 0.03 -0.0095 0.0025 53 203 2.4 2.0 2.4 2.0
680.8 0.9 7.0 0.0 7 3 69 27 678.5 0.9 339.2 0.5 1.9 2.0 0.20 0.1 0.00 0.03 22.0 0.0 6.0 0.0 6.0 0.0
648.6 0.8 5.9 0.5 69 7 641 35 645.9 0.5 322.9 0.3 -0.8 1.7 0.07 0.04 0.0010 0.0008 43 28 4.4 1.0 4.4 1.0
590.6 0.4 5.3 0.5 17.0 2.3 118 17 589.2 1.1 294.6 0.6 0.4 0.9 0.02 0.03 0.0003 0.0006 22.0 0.0 3.9 1.9 3.9 1.9
542 25 0 0 0 0 36 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
475 5 0 0 0 0 46 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
438.6 0.8 5.3 0.5 76 10 620 50 436.3 0.6 218.2 0.3 -0.3 1.6 0.08 0.08 -0.0018 0.0022 43 35 3.8 1.3 3.8 1.3
399.58 0.13 5.0 0.0 84 4 638 30 396.86 0.13 198.43 0.06 0.4 0.6 0.12 0.04 0.0034 0.0024 22.0 0.0 6.0 0.0 6.0 0.0
389.5 0.8 4.1 1.4 8 3 57 17 386.6 0.8 193.3 0.4 0.4 0.6 0.12 0.04 0.0034 0.0024 22.0 0.0 6.0 0.0 6.0 0.0
372.52 0.15 6.1 0.3 97 6 848 60 370.03 0.15 185.01 0.08 -1 4 0.17 0.09 0.02 0.03 22.0 0.0 6.0 0.0 6.0 0.0
351.9 0.3 5.5 0.4 60 5 520 55 348.3 1.9 174.1 0.9 0.0 0.0 0.20 0.0 0.0160 0.0 19 7 8 3 8 3
315.9 1.0 2.5 1.9 3.1 2.3 16 11 312.4 1.0 156.2 0.5 3.7 0.9 -0.02 0.08 -0.019 0.014 22.0 0.0 6.0 0.0 6.0 0.0
301.3 0.4 4.3 0.6 17 3 114 16 298.5 0.4 149.23 0.18 2.3 0.7 0.05 0.03 -0.004 0.003 22.0 0.0 5.90 0.0 5.90 0.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
153.22 0.21 3.9 0.3 48 5 249 31 151.5 0.8 75.8 0.4 3.3 0.9 0.07 0.08 0.0 0.0 10 6 5.90 0.0 5.90 0.0
148.1 0.3 1.9 0.6 13 5 41 12 145.5 1.4 72.8 0.7 3.3 0.9 0.07 0.08 0.0 0.0 10 6 5.90 0.0 5.90 0.0
130.84 0.22 4.1 0.4 36 4 230 20 128.23 0.22 64.12 0.11 2.8 0.6 0.11 0.03 0.0 0.0 22.0 0.0 5.50 0.0 5.50 0.0
119.2 0.7 2.0 0.0 5.2 2.5 23 11 115.8 0.7 57.9 0.3 2.8 0.6 0.11 0.03 0.0 0.0 22.0 0.0 5.50 0.0 5.50 0.0
116.1 2.2 2.0 0.0 1.4 2.1 6 9 112.7 2.2 56.4 1.1 2.8 0.6 0.11 0.03 0.0 0.0 22.0 0.0 5.50 0.0 5.50 0.0
108.4 1.7 4 3 1.7 1.6 10 9 105.6 1.7 52.8 0.8 2.8 0.6 0.11 0.03 0.0 0.0 22.0 0.0 5.50 0.0 5.50 0.0
91.9 0.3 3.55 0.18 357 24 2193 83 89.76 0.24 44.88 0.12 2.4 2.5 0.13 0.19 -0.012 0.006 46 15 3.1 0.4 3.1 0.4
91.55 0.14 3.99 0.11 372 13 2389 52 89.25 0.14 44.62 0.07 0.0 0.0 0.0 0.0 0.0 0.0 30 5 4.3 0.3 4.3 0.3
