POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1046 6 5.7 2.3 9 3 56 10 1045.7 0.7 522.9 0.3 0.1 0.3 0.005 0.009 -0.0001 0.0001 28 539 2 9 2 9
953 5 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
939.0 0.7 8.0 0.0 9.5 1.3 101 26 936 5 468.1 2.5 0.1 0.3 -0.002 0.008 0.0000 0.0001 13 12 9 12 9 12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
785 4 3.8 2.4 4 4 41 10 780 6 390 3 0.06 0.13 -0.002 0.005 0.0000 0.0001 67 145 5.8 2.3 5.8 2.3
774 3 2.7 2.1 6 7 56 12 769 7 384 3 0.06 0.13 -0.002 0.005 0.0000 0.0001 67 145 5.8 2.3 5.8 2.3
710 50 2 9 3 155 32 13 706 179 353 89 0.3 0.6 0.002 0.015 -0.0001 0.0003 111 6550 3.8 1.9 3.8 1.9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
642 12 0 0 0 0 14 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
588 15 0 0 0 0 7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
439.6 2.0 8.0 0.0 1.8 0.7 26 10 435.3 2.0 217.7 1.0 0.5 0.6 -0.02 0.03 0.0003 0.0008 111.0 0.0 4.0 0.0 4.0 0.0
401.9 0.4 2.4 1.0 2.4 0.6 38 9 397.3 0.4 198.64 0.22 1.0 0.5 -0.017 0.018 -0.004 0.003 177.0 0.0 4.110 0.0 4.110 0.0
393 2 0 0 0 0 12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
370.7 0.8 3.5 0.6 27 5 139 16 369.3 0.6 184.6 0.3 -1.0 1.1 0.06 0.04 0.0009 0.001 35 45 2.7 1.5 2.7 1.5
345 14 0 0 0 0 26 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
262.4 2.4 4.8 1.5 9 4 73 30 260 3 129.9 1.6 0.2 0.6 0.04 0.05 0.0005 0.0013 44 97 4 5 4 5
253 5 0 0 0 0 18 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
246 3 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
225 8 0 0 0 0 21 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
210 7 0 0 0 0 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
194 4 0 0 0 0 11 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
187 3 0 0 0 0 19 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
177 3 0 0 0 0 28 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
154 2 0 0 0 0 13 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
148 1 0 0 0 0 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
133 3 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
127 2 0 0 0 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
122 2 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
117 2 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
91.4 2.0 4.0 1.0 24 10 155 16 89.5 0.9 44.8 0.4 0.5 0.5 -0.006 0.011 -0.0006 0.0011 56 114 2.6 1.0 2.6 1.0
77.5 2.4 2 3 1.0 1.1 5 4 75.5 2.0 37.7 1.0 0.5 0.5 -0.006 0.011 -0.0006 0.0011 56 114 2.6 1.0 2.6 1.0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
60 3 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
53 2 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 22 2.2 2.4 8 112 38 8 39 20 19 10 0.33 0.21 -0.012 0.016 0.0 0.0 91 2650 1.6 1.4 1.6 1.4
34 21 2.0 0.0 1 19 6 5 33 21 16 10 0.33 0.21 -0.012 0.016 0.0 0.0 91 2650 1.6 1.4 1.6 1.4
