POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1169.1 0.3 6.65 0.17 784 28 8038 107 1166.34 0.14 583.17 0.07 -2 3 0.17 0.05 -0.0030 0.0009 49 10 4.31 0.23 4.31 0.23
1067.1 1.6 8 4 1.8 1.3 10 11 1067.1 1.6 533.6 0.8 1.3 1.3 -0.02 0.03 -0.006 0.01 31.0 0.0 0.50 0.0 0.50 0.0
1029.5 0.3 6.85 0.14 939 28 9265 124 1027.19 0.12 513.60 0.06 -28 6 0.49 0.08 0.0042 0.0016 44 10 4.0 0.3 4.0 0.3
897.99 0.14 6.60 0.11 659 13 5974 105 895.85 0.17 447.93 0.08 -5 5 0.12 0.07 0.0002 0.0012 26 4 5.0 0.4 5.0 0.4
865.0 0.7 4.2 1.2 8.3 2.4 55 14 862.5 0.7 431.2 0.3 -5 5 0.12 0.07 0.0002 0.0012 26 4 5.0 0.4 5.0 0.4
781.4 0.5 8.6 0.7 7.8 1.2 72 9 781.4 0.5 390.71 0.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.50 0.0 0.50 0.0
764.8 0.6 6.50 0.0 8.2 1.0 76 10 762.6 0.6 381.3 0.3 0.0 0.0 0.00 0.07 0.003 0.007 40.0 0.0 4.0 0.0 4.0 0.0
734.8 1.3 6.60 0.0 1.7 0.5 17 5 732.1 1.3 366.0 0.6 0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 4.50 0.0 4.50 0.0
713.4 1.0 6.50 0.0 5.0 0.9 50 9 710.6 1.0 355.3 0.5 0.0 0.0 0.07 0.12 -0.010 0.013 45.0 0.0 4.50 0.0 4.50 0.0
587.5 0.9 5.0 0.5 119 20 1063 62 584.5 0.6 292.3 0.3 -0 4 0.00 0.15 0.001 0.004 56 37 4.0 0.8 4.0 0.8
547.0 0.5 5.50 0.0 6.6 1.0 60 9 544.1 0.5 272.1 0.3 0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 4.50 0.0 4.50 0.0
538.4 0.7 3.7 1.5 5.2 1.4 39 8 535.2 0.7 267.6 0.3 0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 4.50 0.0 4.50 0.0
501.7 1.4 3.0 1.6 2.9 1.9 20 13 498.3 1.4 249.2 0.7 0 4 -0.00 0.13 -0.001 0.009 45.0 0.0 4.50 0.0 4.50 0.0
374.4 0.5 5.0 0.0 11.0 1.7 91 14 371.8 0.7 185.9 0.3 -0.8 1.1 0.054 0.019 -0.0006 0.0003 51 22 3.7 0.3 3.7 0.3
364.0 0.6 5.1 0.3 221 19 1846 50 361.5 0.3 180.75 0.15 -0.8 1.1 0.054 0.019 -0.0006 0.0003 51 22 3.7 0.3 3.7 0.3
254.5 1.1 4.0 0.5 136 38 1137 42 251.4 1.0 125.7 0.5 0.3 0.6 0.02 0.03 -0.0005 0.0005 67 51 3.7 0.4 3.7 0.4
185.0 0.5 3.2 0.6 15 3 103 21 181.7 0.5 90.84 0.25 0.8 0.7 -0.28 0.22 0.024 0.018 45.0 0.0 4.50 0.0 4.50 0.0
180 3 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
171 28 5 3 120 835 1237 49 168 23 84 12 -3.7 1.8 0.055 0.016 0.0009 0.0004 92 1486 3.4 0.3 3.4 0.3
77.9 0.8 3.0 1.1 4.4 1.4 30 8 74.6 0.8 37.3 0.4 0.30 0.21 -0.006 0.017 0.0002 0.0005 45.0 0.0 4.50 0.0 4.50 0.0
46 12 4.0 0.0 95 408 766 67 43 12 22 6 0.6 1.9 0.10 0.24 -0.005 0.008 102 889 2.5 0.9 2.5 0.9
37 11 4.0 0.0 17 74 135 35 35 12 17 6 0.6 1.9 0.10 0.24 -0.005 0.008 102 889 2.5 0.9 2.5 0.9
14 8 4 4 8 6 32 13 13.6 2.2 6.8 1.1 0 15 0.0 1.1 0.01 0.11 55 1682 0 8 0 8
