POSITION sPOSITION WIDTH sWIDTH HEIGHT sHEIGHT AREA sAREA CENTROID sCENTROID ENERGY sENERGY A sA B sB C sC R sR BETA sBETA S sS
1095.3 1.1 6.6 0.5 270 41 2953 79 1092.1 0.6 546.1 0.3 -1 4 0.15 0.1 -0.0031 0.0024 63 39 4.2 0.4 4.2 0.4
994.8 1.1 3.5 1.4 2.5 1.1 10 5 994.7 1.1 497.3 0.6 0.0 0.0 0.10 0.24 -0.01 0.07 31.0 0.0 0.50 0.0 0.50 0.0
963.45 0.07 7.08 0.05 2797 26 27649 197 960.98 0.06 480.49 0.03 -44 6 0.69 0.07 0.0052 0.001 26.3 1.7 5.63 0.17 5.63 0.17
843 12 5.8 1.6 297 804 3366 253 839 10 420 5 8 22 -0.1 0.4 -0.009 0.013 90 576 3.8 0.4 3.8 0.4
813 11 4 3 7 23 72 22 809 12 405 6 8 22 -0.1 0.4 -0.009 0.013 90 576 3.8 0.4 3.8 0.4
731.3 0.9 7.0 0.0 3.0 0.7 16 4 731.3 0.9 365.7 0.4 0.0 0.0 -0.00 0.04 0.004 0.004 31.0 0.0 0.50 0.0 0.50 0.0
714.2 0.6 6.5 0.6 23.5 2.4 195 17 712.5 1.5 356.2 0.7 0.0 0.0 -0.00 0.05 0.000 0.004 14 19 6 7 6 7
686.6 1.1 7.0 0.0 3.8 2.3 37 22 684.3 1.1 342.1 0.5 0.3 1.7 0.02 0.06 -0.007 0.024 26.0 0.0 5.50 0.0 5.50 0.0
667.7 0.9 7.0 0.0 3.0 0.6 29 6 665.3 0.9 332.7 0.4 0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 5.50 0.0 5.50 0.0
550.29 0.23 5.9 0.3 59 4 510 27 547.75 0.23 273.87 0.11 4 4 -0.14 0.11 -0.002 0.004 26.0 0.0 5.50 0.0 5.50 0.0
509.0 0.5 7.0 0.0 21 3 204 26 506.6 0.5 253.32 0.24 -2.1 1.6 -0.16 0.07 -0.001 0.01 26.0 0.0 5.50 0.0 5.50 0.0
500 3 7.0 0.0 1.7 1.8 17 17 497 3 248.7 1.4 -2.1 1.6 -0.16 0.07 -0.001 0.01 26.0 0.0 5.50 0.0 5.50 0.0
460 10 0 0 0 0 14 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
351.7 0.3 5.6 0.4 35 3 298 23 349.1 0.4 174.53 0.18 0.13 0.14 0.011 0.004 -0.0001 0.0 27 3 5.40 0.21 5.40 0.21
342.15 0.09 4.92 0.1 787 16 6094 84 339.40 0.1 169.70 0.05 0.13 0.14 0.011 0.004 -0.0001 0.0 27 3 5.40 0.21 5.40 0.21
239.62 0.13 4.01 0.1 533 16 3756 69 236.78 0.15 118.39 0.07 0.6 0.4 0.059 0.014 -0.0008 0.0002 35 4 4.69 0.24 4.69 0.24
175 4 0 0 0 0 20 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
170 3 0 0 0 0 16 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
163 16 3.1 2.1 109 826 1401 258 158 43 79 21 12 4 -0.13 0.06 -0.0040 0.0015 93 987 5.7 0.4 5.7 0.4
75 71 4.20 0.0 6 145 60 14 72 99 36 50 0.66 0.23 0.013 0.014 0.0 0.0 101 4493 3.8 1.6 3.8 1.6
44.9 1.3 3.9 0.4 279 106 2220 100 42.1 1.1 21.1 0.5 -1.2 2.2 0.35 0.22 -0.015 0.007 73 70 3.3 0.4 3.3 0.4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16.1 0.3 1.7 0.5 16 7 302 194 11 3 5.5 1.7 30 12 -2.1 1.0 -0.08 0.05 200 60 4.7 2.1 4.7 2.1
