"TARGET_THICKNESS","THICKNESS_UNCERTAINTY","OMEGA","THETA","S1","S3","CURRENT_OFFSET","CURRENT_GRADIENT","RUN_TIME","FS","ZBEAM","ZTARGET","ATARGET","Ch1","e_Ch1","Rest","e_R","ISOTOPIC_PURITY"
"44.4","1.28","14.03","31","440295","5881","-1.11E+11","0.965295453969764","780","2.00E-06","1","48","116","1580","40","121974","350","0.97"
