PEAK_POSITION PEAK_ENERGY CROSS_SECTION ERROR
1861.24 0.0 1.299378369886253 0.010319403846929321
1701.7 108.38832690712866 0.022844481798545827 0.0014179333530131893
1664.5 134.23970895198363 1.035879088451302 0.009216566794585731
1444.63 291.49160675582357 0.11760969422492731 0.0030721889315285765
1382.7 337.1605664777137 0.011816111275109911 0.0010240629771761922
1284.5 410.81623105171616 0.008901470493916134 0.0010240629771761922
1264.13 426.2 0.19236629155878934 0.004490122284541766
1242.78 442.6 0.20725459176542785 0.004490122284541766
1170.42 498.29272699745957 0.15219151322341565 0.0037811556080351717
1139.4 522.1 0.11745214607459252 0.0033085111570307748
1007.8 626.538450953693 0.012525077951616505 0.00133915927784579
994.5 637.2116527713381 0.012052433500612109 0.00133915927784579
961.8 665.2 0.27279462230470414 0.005120314885880961
930.4 690.8 0.04907624882928983 0.00267831855569158
918.6 698.6550797323091 0.009059018644250932 0.0018905778040175859
884.5 726.5559278998592 0.002993414856361177 0.0007089666765065947
822.3 777.9207866012342 0.07010892689898547 0.002520770405356781
773.4 820.1 0.06624899721578291 0.0024419963301893816
722.9 861.2723087105701 0.008822696418748733 0.0010240629771761922
567.4 994.7923382960075 0.010634500147598919 0.0012603852026783905
550.3 1009.7080212082761 0.004962766735546163 0.0009452889020087929
481.2 1073.2 0.01985106694218465 0.0024419963301893816
469.6 1080.722032346828 0.027098281857585393 0.002520770405356781
443.0 1104.354477507554 0.020638807693858643 0.001575481503347988
0.0 1134.1 0.0 0.0
315.3 1219.3619878164752 0.05829281562387555 0.0022844481798545827
275.3 1255.9153067789732 0.04214413021455868 0.0019693518791849855
251.8 1277.0 0.07609575661170782 0.00267831855569158
0.0 1315.2 0.0 0.0
0.0 1342.0 0.0 0.0
0.0 1355.9 0.0 0.0
0.0 1475.6 0.0 0.0
0.0 1484.2 0.0 0.0
