 PEAK_POSITION PEAK_ENERGY CROSS_SECTION ERROR
0 1865.57 0.0 0.638904562262 0.0146216964498
1 1706.4 108.568680286 0.0139859705172 0.00254290373039
2 1668.33 136.0 1.04735847396 0.0187539150117
3 0.0 227.0 0.0 0.0
4 1448.3 292.0 0.0683405377544 0.00508580746079
5 1387.5 338.0 0.006357259325989999 0.0019071777977999998
6 1288.6 411.31500690300004 0.010489477887899999 0.0022250407640999996
7 1268.4 426.0 0.10394118998 0.006357259325989999
8 1247.9 442.0 0.175460357397 0.00826443712378
9 1175.6 498.0 0.06897626368700001 0.00508580746079
10 1144.9 522.0 0.130005953216 0.00699298525859
11 0.0 568.0 0.0 0.0
12 1013.0 626.506798552 0.00985375195528 0.0022250407640999996
13 998.0 638.57222375 0.00794657415748 0.0022250407640999996
14 965.9 665.0 0.319452281131 0.010807340854200001
15 933.9 690.0 0.062619004361 0.00508580746079
16 0.0 703.0 0.0 0.0
17 888.8 727.507609397 0.00413221856189 0.0015893148314999998
18 826.2 779.0 0.048950896810099995 0.00413221856189
19 777.0 820.0 0.08073719344 0.005403670427090001
20 728.0 863.0 0.004450081528189999 0.0019071777977999998
21 646.0 932.176357398 0.0022250407640999996 0.0015893148314999998
22 571.0 997.3293005910001 0.0015893148314999998 0.0015893148314999998
23 556.0 1010.46929063 0.00413221856189 0.0019071777977999998
24 0.0 1012.0 0.0 0.0
25 487.4 1071.02759516 0.0174824631465 0.0034964926292900002
26 473.0 1083.83639917 0.0155752853487 0.00317862966299
27 448.1 1106.06425753 0.0263826262028 0.0038143555955900002
28 423.6 1128.03312224 0.0168467372139 0.00317862966299
29 0.0 1222.0 0.0 0.0
30 0.0 1244.0 0.0 0.0
31 0.0 1258.0 0.0 0.0
32 0.0 1280.0 0.0 0.0
33 0.0 1315.0 0.0 0.0
34 191.0 1341.44902878 0.0212968187421 0.0038143555955900002
35 175.0 1356.45173772 0.0610296895295 0.005403670427090001
36 0.0 1412.0 0.0 0.0
37 49.0 1476.0480037999998 0.0975839306539 0.00953588898898
38 37.0 1487.57232342 0.0206610928095 0.006039396359689999
