 PEAK_POSITION PEAK_ENERGY CROSS_SECTION ERROR
0 1861.67 0.0 1.24504435344 0.0100586376997
1 1702.0 108.985466344 0.014435296851500001 0.00130531939615
2 1664.89 136.0 0.989278535293 0.00890688529137
3 0.0 227.0 0.0 0.0
4 1444.51 292.0 0.10181491289999998 0.00291777276786
5 1382.9 338.0 0.005605195054050001 0.0009214019266930001
6 1283.6 412.18923488900003 0.00537484457238 0.0009981854205839999
7 1265.26 426.0 0.18159296305199998 0.00414630867012
8 1243.62 442.0 0.184280385339 0.00422309216401
9 1171.89 498.0 0.137979938522 0.0034552572251
10 1140.62 522.0 0.104348768198 0.0030713397556399995
11 0.0 568.0 0.0 0.0
12 1007.7 627.529373269 0.011978225047 0.00130531939615
13 994.5 638.1388234140001 0.011517524083700001 0.00130531939615
14 961.7 665.0 0.265670888863 0.00491414360903
15 930.3 690.0 0.0476825497064 0.0026106387923
16 918.6 699.686926476 0.00867653480969 0.00184280385339
17 884.5 727.640577835 0.00291777276786 0.0006910514450199999
18 822.2 779.0 0.0684908765508 0.00245707180451
19 773.4 820.0 0.0649588358319 0.0023802883106199997
20 722.8 863.0 0.008983668785260001 0.0009981854205839999
21 668.0 909.480023125 0.00122853590226 0.000614267951129
22 595.0 972.4923647530001 0.0023802883106199997 0.0006910514450199999
23 567.1 996.8015171610001 0.00913723577304 0.00115175240837
24 550.4 1011.4120452 0.00422309216401 0.0009214019266930001
25 480.6 1072.96427387 0.018811956003299997 0.00222672132284
26 469.1 1083.1805765000001 0.0248010685268 0.00222672132284
27 443.0 1106.44604938 0.018811956003299997 0.0015356698778199998
28 0.0 1134.0 0.0 0.0
29 315.75 1221.44540895 0.05159850789480001 0.00207315433506
30 293.6 1241.72906144 0.00414630867012 0.0008446184328019999
31 275.28 1258.56504201 0.0383917469455 0.00184280385339
32 252.08 1279.96316885 0.07171578329429999 0.0025338552984099996
33 0.0 1315.0 0.0 0.0
34 0.0 1342.0 0.0 0.0
35 0.0 1355.0 0.0 0.0
36 0.0 1412.0 0.0 0.0
37 0.0 1476.0 0.0 0.0
38 0.0 1484.0 0.0 0.0
